,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
50,0,2,18,1,16,5,0,0,5,22,1,0,5,0,0,2,7,0,0,1,0,8,1,3,0,1,3,1,1,1,5.344262295081967,1,3,1,8,61
51,3,1,29,1,22,10,1,1,1,38,5,0,7,0,0,11,11,1,0,1,1,5,13,5,7,1,5,0,0,1,6.116504854368932,0,1,3,14,103
52,3,0,16,0,22,8,2,0,0,41,6,0,11,0,0,26,11,0,0,0,5,2,11,5,1,1,2,1,0,0,6.4,0,7,3,12,105
53,0,1,11,0,8,1,1,0,0,14,1,0,2,0,0,8,2,0,0,0,0,0,9,3,4,3,1,1,0,1,5.475,1,4,2,7,40
54,5,0,23,0,28,11,1,0,3,46,16,0,6,0,0,8,6,0,0,0,2,5,3,7,4,4,10,1,0,1,5.586776859504132,1,10,3,11,121
55,4,0,16,1,19,6,0,0,1,29,6,0,9,0,0,7,5,0,0,1,1,3,9,3,4,3,2,2,2,3,5.894736842105263,4,6,2,8,76
56,3,0,8,1,8,4,0,0,0,16,4,0,4,0,0,9,3,0,0,1,6,4,5,0,4,2,4,0,1,3,4.68,1,1,1,5,50
57,5,0,20,0,21,6,0,0,0,29,2,0,6,0,0,21,10,0,0,0,3,6,14,4,3,3,5,0,0,0,5.3977272727272725,0,5,2,7,88
58,3,0,10,1,6,5,0,0,2,13,1,0,3,0,0,8,3,0,0,0,1,3,7,1,3,1,2,2,0,4,5.325581395348837,1,2,2,5,43
59,8,0,16,1,19,3,0,0,3,24,0,0,11,0,0,13,8,0,0,0,4,10,4,5,1,5,3,0,0,4,5.368421052631579,0,22,2,6,76
60,2,2,14,0,11,7,0,0,2,18,5,0,7,0,0,8,11,0,0,0,5,8,9,0,4,1,0,3,0,2,5.161764705882353,1,4,1,9,68
61,1,0,12,0,15,5,0,0,0,19,6,0,3,0,0,5,2,0,0,1,1,2,1,0,4,1,6,1,0,0,5.09433962264151,0,4,1,6,53
62,2,1,7,0,5,2,0,0,1,8,0,0,2,0,0,5,3,0,0,1,0,1,4,1,0,1,1,0,0,1,4.916666666666667,0,0,2,4,24
63,3,0,12,0,17,5,0,0,1,22,5,0,4,0,0,11,3,0,0,0,2,4,1,5,2,0,9,0,0,1,5.761904761904762,0,2,2,7,63
64,2,0,10,0,7,3,0,0,1,11,1,0,3,0,0,7,5,0,0,0,2,3,5,0,1,0,0,0,0,0,5.444444444444445,0,0,1,6,36
65,0,0,5,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,5.090909090909091,0,0,2,3,11
66,7,0,13,0,13,9,1,1,1,16,2,0,2,0,0,10,8,0,0,1,1,2,8,3,5,0,2,0,0,2,5.578947368421052,0,5,2,7,57
67,1,0,13,0,10,1,3,0,2,21,11,0,0,0,0,8,4,0,0,0,6,8,8,3,1,1,3,1,0,0,5.71875,1,3,1,7,64
68,3,0,9,0,12,3,0,0,4,12,1,0,2,0,0,7,2,0,0,1,0,5,0,1,0,0,4,2,0,0,5.121951219512195,0,0,1,7,41
69,3,0,18,4,12,6,0,1,0,24,8,0,2,0,0,11,7,0,0,0,5,7,9,0,3,2,6,0,0,2,5.178082191780822,1,5,1,13,73
70,1,1,11,0,9,2,0,0,0,13,6,0,4,0,0,0,1,0,0,0,2,0,3,3,1,0,0,0,0,0,5.621621621621622,0,0,1,4,37
71,9,1,54,0,41,29,3,0,10,70,7,0,9,0,1,16,19,1,1,1,2,12,14,9,13,2,9,2,0,1,5.941860465116279,2,1,3,20,172
72,3,2,19,0,15,10,3,1,1,33,2,0,7,0,0,12,2,0,0,1,5,5,15,6,1,2,0,0,0,2,5.2555555555555555,0,3,1,11,90
73,1,2,18,0,17,7,1,0,6,23,6,0,8,0,0,11,11,0,0,0,2,8,5,3,0,0,6,2,1,3,5.76,2,7,2,7,75
74,0,0,12,0,7,3,0,0,1,12,0,0,3,0,0,4,4,0,0,0,2,3,1,1,1,4,0,0,0,0,5.625,0,4,1,4,32
75,1,0,9,1,9,4,0,0,0,14,0,0,2,0,0,6,5,0,0,2,3,3,0,5,0,0,9,3,0,0,5.361111111111111,3,0,1,4,36
76,3,0,19,0,14,5,1,0,3,22,3,0,1,0,0,14,5,2,0,1,4,8,10,2,3,1,6,1,1,2,5.031746031746032,3,2,2,10,63
77,2,0,18,1,15,7,0,0,2,21,2,0,5,0,0,2,7,0,0,1,1,3,10,1,2,0,0,1,0,1,6.127272727272727,0,3,1,8,55
78,2,0,17,1,23,5,1,0,3,28,6,0,3,0,0,14,6,0,0,1,4,9,3,5,2,2,8,0,0,2,5.585365853658536,0,6,3,9,82
79,2,2,23,0,20,3,0,0,3,23,2,0,8,0,0,5,7,0,0,0,2,6,2,1,5,3,11,2,0,2,5.202898550724638,1,4,2,9,69
80,2,1,6,0,6,3,0,0,1,8,0,0,1,0,0,3,3,0,0,0,0,1,0,2,1,0,4,0,0,0,6.25,0,2,1,2,24
81,2,0,7,0,9,2,0,0,0,3,1,0,8,0,0,7,7,0,0,0,2,2,0,0,0,6,1,0,0,0,5.0,0,2,1,3,27
82,9,0,35,1,36,5,3,1,2,56,11,0,10,0,0,17,9,2,0,0,8,8,17,7,6,2,5,1,0,0,5.700729927007299,1,13,3,8,137
83,1,0,12,1,12,5,0,0,1,13,5,0,1,0,0,7,5,0,0,1,0,2,3,2,3,2,7,0,0,1,5.142857142857143,0,2,1,6,49
84,1,1,14,0,11,4,0,0,1,29,4,0,7,0,0,5,6,0,0,1,2,4,5,1,5,5,0,0,1,4,5.535211267605634,1,6,2,8,71
85,3,1,15,0,14,7,0,0,0,15,4,0,6,0,0,6,0,0,0,1,3,3,9,2,0,0,0,0,0,1,6.690476190476191,1,1,2,7,42
86,4,1,21,0,14,4,0,0,0,23,3,0,6,0,0,6,3,0,0,0,3,3,8,0,4,0,6,0,0,1,6.17741935483871,0,0,2,10,62
87,2,0,9,0,9,3,0,0,4,11,0,0,2,0,0,7,6,0,0,0,2,7,0,2,2,0,4,0,0,1,4.5675675675675675,0,1,1,5,37
88,1,2,7,0,8,2,0,0,4,11,0,0,4,0,0,5,2,0,0,0,2,6,7,0,3,0,0,0,1,1,4.897435897435898,1,1,1,6,39
89,5,0,7,0,7,2,1,0,0,9,5,0,5,0,0,7,8,0,0,1,1,1,0,1,1,2,7,0,0,0,5.175,0,3,2,6,40
90,6,0,15,0,8,3,0,0,9,23,2,0,5,0,0,10,9,0,0,2,7,15,3,2,2,1,3,0,0,2,5.537313432835821,1,1,2,8,67
91,4,0,15,0,15,3,1,0,0,18,0,0,5,0,0,5,5,0,0,1,2,2,1,4,4,3,4,1,0,0,6.32,0,6,2,5,50
92,4,0,15,1,13,5,1,0,0,16,7,0,10,0,0,7,6,0,0,1,2,2,0,0,1,1,8,0,0,1,6.464285714285714,0,1,2,8,56
93,1,1,13,1,9,10,2,0,0,17,0,0,6,0,0,5,4,0,0,1,2,1,9,4,4,1,0,0,0,0,5.706896551724138,0,0,2,11,58
94,10,0,11,0,13,7,0,1,2,31,5,0,10,0,0,22,10,1,0,2,3,7,17,1,8,0,1,1,1,3,5.872340425531915,1,6,2,12,94
95,1,0,10,0,10,6,0,0,0,10,2,0,4,0,0,5,9,1,0,0,0,2,0,0,0,1,6,1,0,1,5.21875,0,0,2,7,32
96,14,2,30,0,23,15,1,1,2,39,14,0,17,0,0,17,16,1,0,1,5,4,4,10,1,6,12,0,0,4,5.972222222222222,0,4,3,11,144
97,10,1,18,3,25,6,0,0,8,29,7,0,10,0,0,13,14,0,0,2,7,18,1,3,2,5,12,3,0,1,5.504347826086956,1,7,2,14,115
98,1,1,17,0,11,4,2,1,6,16,1,0,3,0,0,4,10,1,0,0,1,7,0,1,1,2,5,0,0,0,5.816326530612245,0,2,1,6,49
99,4,0,10,0,10,1,0,1,1,15,3,0,4,0,0,8,3,0,0,0,3,3,10,1,0,0,0,0,0,1,5.390243902439025,0,0,2,6,41
100,4,0,25,1,12,3,1,0,1,33,10,0,8,0,0,4,7,1,0,0,2,3,7,0,2,1,2,0,0,0,5.961538461538462,0,3,3,7,78
101,4,1,20,0,11,3,4,0,0,19,3,0,9,0,0,6,4,0,0,2,4,3,9,3,5,2,2,2,0,1,5.676470588235294,1,4,2,9,68
102,1,0,11,1,4,3,0,0,0,12,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,5.884615384615385,0,2,2,5,26
103,1,0,9,0,9,1,0,0,0,12,2,0,5,0,0,8,5,0,0,0,2,1,7,2,1,3,1,1,0,1,5.916666666666667,1,1,1,4,36
104,2,1,4,0,6,1,1,0,1,4,0,0,4,0,0,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,5.428571428571429,0,0,1,3,21
105,2,2,15,1,9,7,0,0,1,21,2,0,5,0,0,9,5,0,0,0,0,3,9,7,5,1,2,1,0,0,5.873015873015873,0,3,3,6,63
106,7,0,29,0,27,17,0,2,2,34,18,0,5,0,0,14,15,1,0,3,4,6,13,6,6,3,1,1,0,1,5.6141732283464565,0,2,3,8,127
107,3,0,12,2,10,4,0,0,1,19,0,0,2,0,0,6,5,0,0,0,2,3,1,1,2,2,6,0,0,3,5.441860465116279,0,0,1,4,43
108,0,0,14,0,11,2,0,0,1,20,2,0,2,0,0,5,3,0,0,0,4,3,4,3,2,0,1,0,1,0,5.558139534883721,1,2,2,7,43
109,1,0,18,0,8,4,1,0,1,28,10,0,3,0,0,8,4,0,0,2,4,5,13,7,2,0,3,0,0,0,5.678571428571429,0,10,2,16,84
110,7,1,10,0,23,15,1,0,3,29,5,0,11,0,0,14,5,0,0,1,3,5,3,6,4,7,5,0,1,2,5.457446808510638,2,7,3,8,94
111,2,1,13,1,8,3,0,0,5,10,0,0,5,0,0,5,10,1,0,0,1,7,2,2,4,1,3,1,0,2,5.27906976744186,0,0,1,5,43
112,2,0,22,0,19,5,0,2,0,27,6,0,8,0,0,8,7,0,0,1,3,4,4,3,3,1,5,1,0,1,6.166666666666667,1,4,3,8,78
113,3,0,5,0,7,3,0,0,0,10,2,0,2,0,0,3,1,0,0,0,1,0,6,0,1,1,1,0,1,0,4.92,1,1,1,4,25
114,1,0,7,0,3,2,0,0,0,5,0,0,3,0,0,2,2,0,0,0,0,0,3,1,5,1,0,0,0,2,5.380952380952381,1,2,1,3,21
115,4,1,15,0,14,8,0,1,2,16,0,0,7,0,0,17,6,0,0,0,5,8,8,2,5,1,3,1,0,0,5.1,1,0,1,10,70
116,12,0,33,0,40,9,2,0,0,43,13,0,14,0,0,17,7,0,0,0,5,4,17,8,8,2,0,0,0,0,6.0814814814814815,0,3,3,13,135
117,4,0,13,0,13,4,0,0,3,24,13,0,5,0,0,7,3,0,0,1,0,2,1,2,4,2,8,0,0,1,4.9625,0,6,2,11,80
118,3,0,4,0,6,3,0,0,0,7,0,0,1,0,0,4,0,0,0,0,2,2,4,4,0,0,0,0,0,1,5.888888888888889,0,2,1,2,18
119,3,0,18,1,15,6,0,1,1,24,7,0,6,0,0,10,11,0,0,0,3,5,8,2,4,2,4,1,0,0,5.695652173913044,1,4,3,10,69
120,1,0,6,0,6,1,0,0,0,8,8,0,3,0,0,4,3,0,0,1,1,2,4,0,1,1,1,1,0,1,5.068965517241379,1,3,1,3,29
121,3,2,30,1,24,12,1,0,4,38,1,0,8,0,0,11,5,0,0,1,3,7,6,1,4,5,7,0,1,0,5.229357798165138,1,2,2,8,109
122,2,0,21,0,15,4,0,0,1,27,2,0,8,0,0,7,3,0,0,1,3,1,11,1,2,0,0,0,1,1,5.796875,1,9,2,7,64
123,4,0,16,0,14,3,0,0,2,22,2,0,3,0,0,18,10,0,0,1,4,5,21,5,2,2,1,2,0,2,5.342105263157895,1,4,2,8,76
124,4,2,24,2,24,9,1,1,1,26,4,0,6,0,1,8,3,0,0,1,3,7,11,1,4,0,7,1,0,2,5.790123456790123,0,0,2,10,81
125,0,0,4,1,6,3,0,0,1,8,1,0,2,0,0,2,3,0,0,1,0,1,0,1,1,0,3,0,0,0,5.571428571428571,0,3,1,3,21
126,4,1,38,1,27,18,0,0,0,42,6,0,22,0,0,13,13,0,0,1,3,2,7,7,7,6,12,1,0,1,5.621428571428571,0,5,3,18,140
127,1,1,10,0,8,4,0,0,1,15,7,0,4,0,0,6,3,0,0,0,3,4,7,0,1,1,3,1,0,0,5.509433962264151,1,3,1,8,53
128,4,0,19,0,14,7,1,2,1,28,16,0,5,0,0,7,7,0,0,1,4,3,13,3,6,0,0,1,1,0,5.2967032967032965,1,11,2,9,91
129,0,1,10,0,10,2,0,0,1,11,11,0,1,0,0,5,0,0,0,0,0,1,0,2,0,2,7,1,0,1,5.594594594594595,0,4,1,4,37
130,5,0,19,0,14,6,0,0,1,29,1,0,8,0,0,14,6,0,0,0,6,5,4,0,0,1,7,0,1,4,4.984848484848484,1,0,2,4,66
131,1,0,20,0,18,2,0,0,2,21,8,0,3,0,0,5,1,2,0,2,0,3,9,1,9,1,0,0,0,0,6.0,0,4,2,9,58
132,2,0,13,0,19,6,0,0,0,17,2,0,7,0,0,15,5,0,0,1,3,3,10,2,2,0,4,1,0,0,5.9523809523809526,1,4,2,8,63
133,3,1,17,0,13,3,0,2,0,22,1,0,1,0,0,4,1,0,0,1,0,0,8,2,1,0,2,0,1,0,3.4516129032258065,1,2,1,4,62
134,6,0,28,0,20,10,1,0,2,32,0,0,3,0,0,4,12,0,0,0,5,6,9,2,5,2,2,3,0,2,6.2375,2,4,3,9,80
135,2,0,2,0,3,1,0,0,0,3,3,0,4,0,0,1,1,0,0,1,1,1,2,2,0,0,0,1,0,0,6.0,0,0,1,3,16
136,4,0,8,0,5,1,0,0,2,8,0,0,2,0,0,4,7,0,0,1,0,2,1,1,1,3,0,0,0,1,5.458333333333333,0,0,2,4,24
137,3,1,23,0,23,4,0,0,2,27,2,0,5,0,0,16,4,0,0,1,8,7,9,8,0,2,6,1,0,2,5.0375,0,5,2,9,80
138,5,1,21,1,8,9,0,0,4,22,2,0,8,0,0,6,5,1,0,0,4,10,2,3,1,4,6,1,0,1,5.628571428571429,0,0,1,12,70
139,4,0,18,0,17,9,4,0,2,25,3,0,7,0,0,22,4,0,0,3,6,6,14,5,7,1,2,2,0,0,5.329670329670329,0,0,3,15,91
140,2,0,11,0,8,4,0,0,0,16,13,0,1,0,0,2,1,0,0,1,1,1,3,1,5,2,3,1,0,0,5.3061224489795915,1,4,1,4,49
141,3,0,12,0,10,6,0,1,0,16,0,0,7,0,0,11,6,0,0,4,6,7,10,2,1,3,3,1,0,1,5.1,1,1,2,10,60
142,5,0,20,0,16,9,0,0,3,34,2,0,1,0,0,9,8,0,0,1,4,7,14,7,4,0,0,1,0,1,4.8791208791208796,1,2,3,10,91
143,4,0,9,1,10,4,2,0,2,18,4,0,8,0,0,12,5,0,0,1,3,3,7,3,3,0,3,0,0,2,6.061538461538461,0,2,2,7,65
144,2,0,22,1,15,2,1,1,0,24,9,0,5,0,0,12,7,0,0,0,7,3,20,3,8,0,1,1,0,1,5.566265060240964,1,8,3,12,83
145,6,1,15,1,16,4,0,0,0,38,8,0,4,0,0,12,11,1,0,1,1,1,4,6,2,0,6,0,2,0,5.764705882352941,2,3,3,9,85
146,1,2,16,1,10,5,0,1,0,16,0,0,3,0,0,2,1,0,0,0,0,0,6,1,1,1,0,0,0,0,5.9411764705882355,0,0,2,5,34
147,2,0,11,0,15,3,2,0,2,23,4,0,2,0,0,7,1,0,0,0,4,5,2,0,2,3,2,0,0,1,5.8936170212765955,0,6,1,6,47
148,8,0,19,0,22,5,1,0,0,33,8,0,7,0,0,25,2,0,0,1,11,9,22,3,5,1,1,1,1,2,4.991379310344827,1,7,3,11,116
149,9,0,16,0,20,7,0,0,1,37,11,0,6,0,0,7,1,0,0,2,8,9,10,5,4,0,2,0,0,1,6.2272727272727275,1,5,3,6,88
150,2,2,15,0,14,1,0,0,3,15,6,1,6,0,0,6,5,0,0,0,6,7,9,3,2,0,1,1,0,0,5.684210526315789,1,3,2,8,57
151,3,0,9,0,5,7,0,1,0,16,0,0,5,0,0,13,6,0,0,0,2,2,9,4,0,1,2,0,0,3,5.339622641509434,0,4,1,6,53
152,0,1,10,0,8,2,0,0,0,11,9,0,3,0,0,4,0,0,0,0,1,0,6,2,0,0,2,0,0,1,5.6,0,2,1,4,35
153,2,1,20,0,9,5,0,1,3,29,1,0,6,0,0,11,10,0,0,0,3,7,6,2,2,1,6,4,0,1,5.081081081081081,3,4,3,10,74
154,2,0,8,2,6,2,1,0,0,5,0,0,5,0,0,6,4,0,0,0,1,1,8,0,0,1,1,0,0,0,5.458333333333333,0,1,1,4,24
155,8,1,18,0,13,5,3,0,2,36,3,0,5,0,1,16,8,0,0,1,2,4,13,5,5,3,2,1,0,0,5.461538461538462,0,6,2,15,91
156,3,1,12,0,14,6,0,0,2,16,4,1,6,0,0,8,2,0,0,0,2,4,1,5,1,1,5,2,0,3,5.622641509433962,0,0,2,8,53
157,1,0,13,1,9,1,1,0,5,14,2,0,3,0,0,2,1,0,0,1,1,7,0,1,2,3,3,1,0,2,5.342105263157895,0,1,1,6,38
158,3,0,20,0,23,7,0,1,1,31,0,0,6,0,0,15,2,1,0,1,1,2,4,5,1,7,6,0,0,4,5.746666666666667,0,2,2,5,75
159,3,0,16,0,13,6,0,0,0,18,16,0,5,0,0,11,4,0,0,0,6,4,12,0,5,0,1,5,0,2,5.633802816901408,6,2,2,7,71
160,1,1,17,1,15,7,0,0,0,19,7,0,6,0,0,5,5,0,0,1,0,0,3,4,0,1,11,1,0,1,5.8,1,2,2,9,55
161,1,0,18,0,19,9,1,0,6,23,2,0,11,0,0,7,5,0,0,1,3,8,1,5,0,1,3,1,0,1,5.647887323943662,1,5,1,9,71
162,4,0,12,0,10,1,1,0,1,17,6,0,2,0,0,4,9,0,0,1,4,7,1,2,2,0,7,0,0,0,5.732142857142857,0,3,2,7,56
163,5,0,21,1,19,10,1,1,1,30,3,0,10,0,0,12,1,0,0,0,2,1,13,1,9,2,0,0,2,4,5.860759493670886,4,1,2,7,79
164,2,2,22,1,27,12,1,0,1,39,4,0,7,1,0,12,5,0,0,0,3,4,7,1,6,1,3,2,1,0,5.387096774193548,1,5,3,11,93
165,7,0,17,0,21,8,1,0,0,32,2,0,3,0,0,29,8,0,0,0,4,4,21,10,9,0,3,0,0,3,5.637362637362638,3,7,3,8,91
166,6,0,18,0,18,6,0,1,3,28,8,0,12,0,0,17,6,0,0,0,7,11,5,9,2,2,9,1,0,1,5.465346534653466,0,4,3,10,101
167,6,0,18,1,23,10,2,0,4,24,17,0,9,0,0,8,6,0,0,0,3,7,8,6,4,0,2,0,0,1,5.760869565217392,1,8,2,10,92
168,1,1,9,0,6,3,0,0,1,10,2,0,2,0,0,7,4,0,0,0,1,2,6,2,3,1,3,0,0,3,5.128205128205129,0,1,2,5,39
169,2,0,8,0,6,5,0,0,0,7,4,0,4,0,0,7,5,0,0,0,2,1,7,1,1,0,0,0,1,1,5.733333333333333,2,4,2,7,30
170,4,0,15,1,12,6,1,0,2,25,5,0,3,0,0,8,6,0,0,0,2,7,9,1,4,2,4,1,0,1,5.36231884057971,2,5,2,9,69
171,2,0,13,1,10,3,0,0,1,22,16,0,9,0,0,4,1,0,0,0,7,5,12,1,1,0,1,3,1,1,5.732394366197183,1,2,2,7,71
