,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
64,5,0,12,0,10,3,0,0,3,19,3,0,1,0,0,7,6,0,0,0,3,5,3,3,0,1,5,0,0,2,5.423076923076923,0,2,4,52
65,3,1,13,0,5,8,0,0,3,17,0,0,1,0,0,7,0,0,0,0,1,4,0,1,1,1,6,0,0,3,5.785714285714286,1,1,4,42
66,1,0,7,0,6,1,0,0,1,9,1,0,0,0,0,2,1,1,0,0,1,4,0,1,1,0,2,0,0,1,5.2,0,1,3,20
67,1,0,10,0,18,6,0,0,3,17,3,0,1,0,1,12,8,0,0,0,3,5,5,1,1,0,6,0,0,1,5.826923076923077,0,3,5,52
68,0,0,5,0,3,0,0,1,0,5,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,5.230769230769231,0,3,1,13
69,10,0,12,0,13,9,0,0,5,25,7,0,6,0,0,21,9,0,0,1,7,14,1,3,2,1,17,0,1,2,5.6767676767676765,1,5,12,99
70,1,0,5,0,4,0,1,0,1,6,1,0,0,0,0,5,3,0,0,0,4,5,0,2,0,0,5,0,0,1,4.884615384615385,0,1,4,26
71,0,0,5,0,1,1,0,0,1,2,0,0,1,0,0,2,1,0,0,0,2,3,0,1,0,0,3,0,0,0,4.714285714285714,0,0,2,14
72,4,2,9,0,8,5,1,0,0,15,3,0,3,0,0,16,4,0,0,0,2,3,17,3,2,0,1,0,0,5,4.640625,0,5,9,64
73,1,0,5,0,3,0,0,0,0,8,0,0,2,0,0,5,0,0,0,0,1,1,2,0,0,0,2,0,0,2,5.1875,0,1,2,16
74,3,0,5,0,7,2,0,0,2,10,1,0,3,0,0,3,8,0,0,1,1,3,3,1,2,2,1,1,0,1,5.361111111111111,0,3,4,36
75,7,1,21,0,14,2,1,0,1,26,10,0,5,0,0,8,7,0,0,0,1,1,1,6,1,0,12,0,0,2,5.828947368421052,0,6,8,76
76,5,0,16,0,23,11,0,0,4,41,10,0,8,0,0,26,14,0,0,0,5,6,5,1,3,2,6,1,0,2,5.509433962264151,0,7,10,106
77,2,0,12,0,8,2,0,0,0,19,2,0,2,0,0,6,4,0,0,0,6,6,4,2,0,0,6,1,0,3,5.170212765957447,0,3,5,47
78,3,0,13,0,9,0,0,0,1,20,5,0,1,0,0,5,4,0,0,1,4,2,1,1,0,2,4,0,0,2,2.0833333333333335,0,4,2,120
79,7,0,19,0,11,4,0,0,1,27,3,0,3,0,0,2,6,1,0,0,6,8,3,3,0,0,6,0,0,3,5.790322580645161,0,5,6,62
80,3,0,13,0,11,1,0,0,2,17,0,0,3,0,0,15,6,0,0,0,2,5,3,5,1,3,9,1,2,2,2.9489795918367347,4,2,6,98
81,2,0,4,0,1,0,0,0,2,5,1,0,1,0,0,3,6,0,0,0,1,3,0,3,0,0,4,0,1,1,4.956521739130435,0,1,4,23
82,0,0,5,0,5,1,0,0,2,6,0,0,0,0,0,5,3,0,0,1,1,3,0,2,0,0,3,0,0,0,5.0588235294117645,0,0,3,17
83,3,0,9,0,4,1,0,0,0,11,0,0,1,0,0,3,0,0,0,0,5,5,1,1,1,1,3,0,1,1,5.291666666666667,1,1,1,24
84,1,0,10,0,11,4,0,0,4,18,1,0,1,0,0,13,6,1,0,1,2,6,0,3,0,3,7,0,0,2,5.038461538461538,0,2,4,52
85,2,0,17,0,8,4,0,0,0,18,1,0,2,0,0,7,3,0,0,1,4,4,4,2,0,0,5,1,0,1,4.886363636363637,1,2,7,44
86,1,0,4,0,3,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,6.0,0,0,2,11
87,8,0,17,0,23,15,1,0,3,33,4,0,4,0,0,28,11,0,0,2,7,9,3,8,1,2,21,1,0,7,5.530973451327434,1,0,12,113
88,1,0,13,0,14,2,0,0,2,14,1,0,2,0,0,12,3,0,0,0,3,4,2,1,1,1,8,1,1,0,5.170212765957447,1,2,6,47
89,2,1,12,0,11,10,0,0,0,18,4,0,3,0,0,11,7,0,0,1,10,7,2,3,0,2,11,0,0,3,5.106060606060606,0,5,8,66
90,12,1,40,0,23,12,1,0,3,58,8,0,8,0,0,10,17,0,0,0,13,9,3,10,2,7,9,0,0,4,6.121428571428571,0,7,8,140
91,0,0,9,0,4,0,0,0,1,9,1,0,2,0,0,3,2,0,0,0,2,3,2,4,0,0,4,0,0,1,5.6923076923076925,0,1,4,26
92,0,0,7,0,7,2,0,0,3,9,0,0,1,0,0,5,4,0,0,0,1,4,0,1,0,1,4,0,0,1,5.111111111111111,0,1,4,27
93,6,0,13,0,8,4,1,0,2,17,3,0,2,0,0,5,3,0,0,1,3,4,1,3,0,1,4,1,0,1,4.735849056603773,0,4,2,53
94,5,0,11,0,8,0,0,0,7,12,3,0,1,0,0,6,3,0,0,0,1,7,1,1,0,0,2,0,0,0,5.275,0,2,5,40
95,3,0,10,0,8,3,1,0,1,13,2,0,2,0,0,6,4,0,0,0,2,2,3,3,2,1,6,0,0,2,5.717391304347826,0,4,5,46
96,2,0,7,0,6,0,0,0,2,5,1,0,0,0,0,4,2,0,0,0,1,3,0,0,0,0,3,0,0,0,4.866666666666666,0,0,2,15
97,1,0,19,0,10,4,1,0,1,17,2,0,1,0,0,5,1,0,0,1,1,2,3,1,3,0,6,0,1,2,5.625,2,0,7,40
98,2,0,18,0,19,16,0,0,5,24,3,0,2,0,0,10,9,0,0,0,4,10,5,5,1,1,7,0,0,3,5.469879518072289,1,3,8,83
99,3,0,11,0,9,2,0,0,0,16,1,0,2,0,0,4,3,0,0,0,5,3,0,3,0,0,9,2,0,1,5.947368421052632,2,2,6,38
100,1,0,10,0,9,5,0,0,0,13,5,0,3,0,0,10,5,0,0,0,1,1,6,0,1,0,8,2,0,3,5.404255319148936,2,6,6,47
101,0,0,3,0,2,1,0,0,0,2,1,0,0,0,0,4,0,0,0,0,2,0,1,1,0,1,2,0,0,0,4.916666666666667,0,2,3,12
102,2,0,6,0,9,3,1,0,2,6,7,0,2,0,0,3,3,0,0,0,5,7,1,0,3,0,7,2,0,2,5.261904761904762,1,4,4,42
103,2,0,8,0,7,1,0,0,1,14,1,0,5,0,0,9,2,0,0,0,1,1,1,1,0,2,3,1,0,2,5.916666666666667,1,6,4,36
104,2,0,11,0,7,3,0,0,2,11,1,0,1,0,0,5,6,0,0,0,0,2,1,1,2,1,6,0,1,1,5.571428571428571,1,2,4,35
105,1,0,14,0,15,5,0,0,0,21,8,0,1,0,0,6,9,0,0,0,3,3,4,3,1,2,7,1,2,2,5.451612903225806,3,6,6,62
106,3,0,13,0,14,7,2,0,0,18,4,0,1,0,0,3,2,0,0,0,0,0,1,0,2,1,6,0,0,0,6.3023255813953485,0,2,5,43
107,1,0,5,0,4,3,1,0,2,12,1,0,1,0,0,5,2,0,0,0,1,4,0,0,0,3,1,1,0,0,5.517241379310345,0,1,5,29
108,2,0,15,0,14,2,3,0,6,18,1,0,1,0,0,11,2,0,0,1,2,7,1,3,0,0,11,0,0,3,6.0,1,1,5,50
109,1,0,7,0,4,1,0,1,1,9,1,0,0,0,0,3,3,0,0,0,1,2,2,0,0,0,1,0,0,1,4.423076923076923,0,1,3,26
110,3,0,5,0,7,2,0,0,0,12,3,0,3,0,0,13,5,0,0,0,4,2,1,1,0,1,7,0,0,2,6.27027027027027,0,5,5,37
111,4,0,26,0,24,8,0,0,2,38,0,0,9,0,0,9,3,0,1,1,2,5,2,1,2,1,7,0,0,2,5.493975903614458,0,8,7,83
112,7,0,15,0,17,5,0,0,1,19,8,0,2,0,0,24,11,0,0,2,7,7,14,2,2,6,5,1,1,2,5.0120481927710845,1,12,8,83
113,0,0,3,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,5.714285714285714,0,1,2,7
114,0,0,4,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,6.875,0,0,1,8
115,1,0,6,0,2,1,0,0,1,8,0,0,1,0,0,2,2,0,0,0,1,2,0,1,0,1,2,0,0,1,4.666666666666667,0,2,3,18
116,4,0,16,0,13,2,0,0,2,14,25,0,1,0,0,11,8,1,0,0,2,4,6,1,0,1,2,1,0,0,4.708333333333333,0,26,5,72
117,1,0,3,0,3,0,0,0,0,6,0,0,1,0,0,4,0,0,0,0,1,0,2,1,1,2,0,0,1,0,5.230769230769231,1,0,3,13
118,6,1,19,0,17,9,0,1,0,21,2,0,3,0,0,9,5,0,0,1,3,3,4,3,1,3,7,1,0,4,5.629032258064516,5,2,9,62
119,3,0,3,0,7,3,0,0,1,4,2,0,1,0,0,15,7,0,0,1,3,4,11,3,0,0,1,0,0,2,4.888888888888889,2,2,7,36
120,4,0,10,0,9,1,0,0,3,13,3,0,1,0,0,9,6,0,0,0,3,7,2,2,1,0,5,0,0,1,5.75,0,3,4,40
121,2,0,10,0,8,1,0,0,1,12,3,0,1,0,0,2,2,0,0,0,0,1,1,2,0,0,6,0,0,1,2.0641025641025643,0,3,4,78
122,3,0,13,0,5,1,0,0,1,17,0,0,3,0,0,12,5,1,0,0,2,3,2,4,1,5,7,0,0,4,5.215686274509804,0,8,5,51
123,2,1,18,0,17,10,0,0,6,25,3,0,4,0,0,23,8,0,0,1,9,10,5,5,3,4,8,1,0,0,4.96969696969697,0,4,18,99
124,3,0,9,0,9,2,0,0,1,14,0,0,1,0,0,8,3,0,0,0,3,4,4,2,0,2,7,1,1,2,5.472222222222222,3,2,2,36
125,5,0,12,0,6,6,0,0,1,16,0,0,2,0,0,1,4,0,0,0,2,2,1,0,0,0,2,0,0,0,5.3428571428571425,0,0,5,35
126,7,0,11,0,15,9,1,0,1,22,13,1,6,0,0,5,0,0,0,0,6,4,2,3,2,1,5,1,0,1,6.753623188405797,1,11,4,69
127,2,0,7,0,6,1,1,0,1,8,2,0,3,0,0,4,5,0,0,0,4,5,2,1,0,1,5,0,0,3,4.888888888888889,0,2,4,36
128,3,0,21,0,17,4,0,0,4,30,13,0,0,0,0,10,10,0,0,0,2,5,2,3,1,2,13,2,0,4,5.620689655172414,3,9,6,87
129,5,0,19,0,10,0,0,0,5,27,7,0,4,1,0,15,2,0,0,1,7,8,1,2,2,0,10,1,1,2,5.382352941176471,2,3,7,68
130,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.4,0,0,2,5
131,1,0,3,0,3,0,0,0,0,3,0,0,2,0,0,3,1,0,0,1,1,1,0,1,0,1,2,0,0,0,4.111111111111111,0,0,3,18
132,0,0,8,0,6,2,0,0,3,9,2,0,0,0,0,10,5,0,0,1,2,5,0,1,0,0,5,0,1,0,5.03125,1,0,5,32
133,4,1,19,0,15,8,0,0,2,18,0,0,3,0,0,15,6,0,0,0,7,6,3,0,0,4,8,0,0,1,5.271186440677966,1,2,6,59
134,7,0,12,0,15,3,0,0,2,23,8,0,3,0,0,15,1,0,0,0,7,7,7,3,3,2,1,1,0,3,6.014925373134329,0,4,6,67
135,5,0,4,0,9,4,0,0,2,13,2,0,4,0,0,14,6,0,0,0,3,4,1,2,1,3,6,1,1,1,5.061224489795919,1,3,4,49
136,0,2,6,1,6,0,0,0,1,6,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,1,0,1,0,0,3.9285714285714284,1,0,1,14
137,6,0,17,0,12,2,0,1,3,20,3,0,2,0,0,15,6,0,0,0,3,7,6,4,2,0,10,1,1,5,5.166666666666667,5,2,4,60
138,11,0,36,0,27,10,0,0,5,58,12,0,10,0,0,21,9,0,0,0,5,8,10,3,2,1,11,0,0,6,5.441379310344828,0,16,12,145
139,3,0,16,0,8,4,0,0,2,24,2,0,2,0,0,6,8,0,0,0,3,4,2,1,0,1,7,0,0,2,6.135593220338983,0,6,9,59
140,1,0,13,0,14,5,1,1,0,22,6,0,6,0,0,2,1,0,0,0,9,4,3,1,0,2,2,0,1,0,5.948275862068965,1,11,4,58
141,1,0,2,0,2,1,0,0,0,1,2,0,1,0,0,7,0,0,0,0,3,3,2,3,0,0,6,0,2,2,4.285714285714286,3,1,7,21
142,5,1,24,0,19,5,0,0,3,24,4,0,4,0,0,5,4,0,0,0,4,4,0,8,3,1,8,1,1,0,6.044776119402985,2,4,5,67
143,1,0,8,0,8,1,0,0,1,10,2,0,2,0,0,4,3,0,0,0,2,4,0,0,1,1,5,0,0,1,5.65625,0,1,4,32
144,3,0,9,0,5,1,0,0,2,11,0,0,1,0,0,5,5,0,0,0,1,3,1,1,0,1,4,0,0,2,5.178571428571429,0,1,2,28
145,3,0,8,1,7,3,0,0,2,8,2,0,0,0,0,7,2,0,0,1,0,2,1,1,1,2,2,0,0,0,4.724137931034483,0,4,3,29
146,5,0,17,0,6,5,0,0,4,18,11,0,4,0,0,6,5,0,0,0,5,7,2,4,0,1,8,0,1,2,5.164179104477612,0,6,7,67
147,5,0,22,0,9,6,1,0,5,31,0,0,2,0,0,9,5,0,0,1,9,11,5,4,2,1,5,0,2,3,4.724137931034483,2,5,6,87
148,3,0,21,0,17,3,0,0,3,23,3,0,3,0,0,6,4,0,0,0,3,6,3,5,3,1,5,0,0,0,4.8133333333333335,0,3,6,75
149,2,0,2,1,7,0,2,0,1,4,1,0,2,0,0,3,1,1,0,0,1,2,0,3,1,0,3,0,0,0,6.470588235294118,0,0,3,17
150,4,0,13,0,17,6,0,0,1,22,8,0,13,0,0,13,15,0,0,1,2,4,2,3,1,3,13,0,1,0,6.1208791208791204,0,5,10,91
151,3,0,15,0,12,3,0,0,1,19,5,0,0,0,0,7,5,0,0,0,9,7,1,4,2,2,9,0,0,2,5.372881355932203,1,4,7,59
152,9,0,10,1,17,5,2,0,3,18,6,0,3,1,0,14,6,0,0,0,3,5,6,3,1,2,6,1,0,1,5.234375,0,4,6,64
153,3,0,9,0,12,5,1,0,4,16,0,0,1,0,0,8,7,0,0,0,3,6,0,0,0,3,2,0,0,1,5.205128205128205,0,2,7,39
154,0,0,5,0,2,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.875,0,0,2,8
155,4,0,8,0,5,1,0,0,5,16,0,0,1,0,0,7,2,0,0,0,2,6,0,2,0,2,1,0,0,1,5.514285714285714,1,2,3,35
156,4,0,14,0,9,5,0,0,1,15,14,0,3,0,0,9,4,1,0,0,6,2,10,3,5,3,3,1,0,1,5.590909090909091,0,9,8,66
157,2,0,10,0,7,2,0,0,4,14,1,0,0,0,0,6,4,0,0,0,1,5,2,1,0,2,3,0,0,0,5.147058823529412,0,1,5,34
158,10,0,30,1,26,7,0,0,3,41,10,0,4,0,0,14,6,0,0,0,3,7,2,5,0,6,10,3,0,4,5.285714285714286,2,6,8,112
159,2,1,12,0,11,7,3,0,4,19,6,0,3,0,0,8,7,1,0,0,3,7,2,3,2,1,11,3,0,1,5.368421052631579,2,4,9,76
160,3,0,17,0,19,6,0,0,5,25,4,0,5,0,0,29,7,0,0,1,8,13,12,0,2,0,6,0,1,2,5.7444444444444445,1,11,20,90
161,11,0,24,0,20,12,0,0,5,37,8,0,6,0,0,17,8,0,0,1,7,11,4,5,0,1,12,1,1,4,5.7924528301886795,2,9,8,106
162,1,0,3,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.3,0,5,2,10
163,9,0,22,0,25,8,0,0,2,34,7,0,5,0,0,15,4,0,0,1,6,9,5,4,5,2,13,2,0,2,5.5,1,7,10,96
164,1,0,9,0,6,1,0,0,2,8,4,0,2,0,0,10,4,0,0,0,4,7,5,2,1,3,1,0,3,2,4.880952380952381,4,2,8,42
165,4,0,33,1,20,9,0,0,4,34,13,0,7,0,0,9,5,0,0,1,5,7,2,6,2,1,15,1,1,4,5.776699029126213,3,4,15,103
166,2,0,19,1,13,4,0,0,2,26,6,0,8,0,0,23,8,0,0,1,1,3,17,3,2,3,6,0,0,11,5.029126213592233,1,8,14,103
167,9,0,18,0,15,6,0,0,6,36,7,0,4,0,0,21,7,1,0,0,12,16,8,2,2,6,5,0,0,3,5.462264150943396,2,10,11,106
168,8,0,9,0,11,6,0,0,0,19,2,0,2,0,0,6,4,0,0,0,5,4,2,4,0,3,6,0,0,2,5.019230769230769,1,1,5,52
169,7,0,15,0,14,6,1,0,2,26,5,0,2,0,0,15,9,0,0,0,9,9,13,2,4,0,2,2,0,2,4.950617283950617,0,2,7,81
170,6,0,26,0,24,11,0,0,1,39,4,0,9,0,0,8,9,0,0,0,4,4,2,10,0,3,6,0,0,2,5.422018348623853,0,3,13,109
171,1,0,6,0,10,3,1,0,1,16,4,0,3,0,0,10,3,0,0,1,0,1,2,2,0,2,5,0,1,1,5.377777777777778,1,8,6,45
172,1,0,6,0,3,0,0,0,0,11,0,0,3,0,0,5,0,0,0,0,5,3,0,3,1,0,5,1,0,0,7.333333333333333,1,1,4,27
173,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,5.666666666666667,0,0,2,6
174,7,0,20,0,26,11,1,0,4,32,4,0,12,0,0,15,5,0,0,0,14,8,10,7,10,3,3,2,1,2,6.241071428571429,1,2,13,112
175,1,0,5,0,2,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,5.090909090909091,0,1,1,11
