,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
45,10,3,21,1,35,13,0,0,2,31,23,2,12,0,0,28,10,1,1,1,13,4,12,2,5,3,18,2,3,2,6.051470588235294,4,15,19,136
46,2,0,11,0,13,5,1,1,1,14,11,0,7,0,0,11,8,0,1,0,3,3,6,0,4,0,9,0,0,0,6.19672131147541,0,12,7,61
47,8,0,10,0,16,2,0,0,1,17,2,1,6,0,0,15,8,0,0,2,5,7,5,1,0,3,5,0,3,3,5.666666666666667,3,2,8,57
48,0,0,9,0,20,5,0,0,0,19,2,0,9,0,0,16,3,0,0,0,1,0,4,3,3,0,5,0,0,1,5.964912280701754,0,5,7,57
49,1,0,6,0,11,2,0,0,1,12,13,0,7,0,0,13,0,0,0,0,2,1,6,1,0,3,3,0,1,0,5.96,1,7,9,50
50,5,0,11,1,17,7,0,0,1,16,11,0,6,0,0,9,6,0,0,0,1,2,3,3,1,1,5,1,0,1,6.0,1,3,6,64
51,4,1,9,0,13,4,0,0,0,23,7,0,7,0,0,12,8,0,0,2,4,2,7,2,3,4,4,1,1,5,6.015151515151516,3,6,9,66
52,6,0,23,0,19,5,0,0,1,35,7,0,7,0,0,15,7,0,0,2,4,4,5,2,1,0,13,0,2,4,5.870967741935484,3,6,12,93
53,5,0,8,0,15,5,1,0,1,19,3,1,6,0,0,20,7,0,1,0,5,4,6,3,0,3,2,0,0,0,6.142857142857143,0,7,5,56
54,3,0,16,0,9,5,0,1,1,22,2,0,6,0,0,4,9,0,0,1,2,2,5,3,1,2,7,0,4,2,6.119402985074627,4,5,6,67
55,6,0,8,1,12,4,0,0,1,15,9,0,9,0,0,16,8,0,0,0,4,5,10,2,3,1,5,0,1,1,5.742424242424242,1,5,9,66
56,9,0,8,0,14,8,1,0,4,16,12,0,6,0,0,17,9,2,0,0,6,7,7,5,3,2,4,0,3,1,6.077922077922078,3,10,9,77
57,4,0,30,0,27,7,0,0,1,32,19,0,2,0,0,9,9,0,0,2,3,3,16,7,2,0,3,1,0,3,6.1938775510204085,1,12,9,98
58,6,1,14,0,14,9,1,0,1,21,7,0,11,0,0,13,6,0,0,0,2,1,2,3,4,5,5,2,0,0,5.7215189873417724,2,10,11,79
59,5,0,9,0,5,2,2,0,1,12,2,0,3,0,0,6,3,0,0,0,1,3,8,3,1,1,2,0,1,4,5.439024390243903,2,12,5,41
60,4,0,17,0,21,7,1,0,4,25,17,1,6,0,0,22,12,0,0,0,10,11,8,3,5,4,13,1,0,4,5.6422018348623855,0,14,10,109
61,5,0,12,0,19,8,0,0,2,18,14,0,6,0,0,10,2,0,0,0,4,3,9,1,3,3,8,0,2,0,6.46969696969697,2,12,10,66
62,9,0,28,0,28,11,2,1,2,44,11,0,16,0,0,22,22,0,0,1,9,6,14,3,2,3,11,0,5,4,6.157534246575342,5,2,14,146
63,4,1,10,0,12,6,0,0,2,15,5,0,4,0,0,12,9,0,0,0,3,3,2,2,0,2,6,2,0,0,5.921568627450981,0,7,8,51
64,2,0,7,0,5,3,0,0,0,7,13,0,2,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6.580645161290323,0,10,4,31
65,2,0,2,0,5,2,0,1,2,7,2,0,2,0,0,10,1,0,0,0,3,3,2,1,0,0,3,0,0,0,5.4,0,3,3,25
66,4,0,12,2,9,6,0,0,1,21,2,0,3,0,0,13,2,0,0,1,1,4,4,1,0,5,7,1,0,1,5.274193548387097,0,9,9,62
67,2,1,6,0,7,5,0,0,0,9,0,0,0,0,0,8,3,0,0,1,1,1,2,0,2,1,4,0,0,0,4.84375,0,3,7,32
68,5,0,19,0,26,6,0,1,4,24,9,0,11,0,0,25,8,0,0,2,3,7,6,3,3,1,8,0,0,4,6.317647058823529,0,10,8,85
69,7,0,7,3,14,3,2,0,1,16,12,0,5,0,0,10,6,0,0,1,6,6,5,2,3,1,5,0,0,0,4.763888888888889,0,2,9,72
70,10,0,17,1,20,8,1,1,3,30,1,0,16,0,0,23,11,0,0,0,6,5,14,5,2,1,3,0,1,1,6.53921568627451,1,1,12,102
71,9,0,29,0,23,14,2,0,4,35,6,0,14,0,0,20,11,0,0,0,15,9,11,4,2,7,12,0,2,3,5.872,1,3,13,125
72,0,1,9,0,11,5,0,0,0,14,1,0,1,0,0,6,0,0,0,0,0,0,5,1,0,2,4,1,0,4,5.696969696969697,1,3,4,33
73,3,0,3,0,1,2,0,0,1,5,3,0,0,0,0,7,6,0,0,0,0,1,3,0,0,2,0,0,0,1,4.315789473684211,0,4,1,19
74,9,0,10,0,7,8,0,1,1,14,5,0,7,0,0,14,6,0,0,0,3,1,10,3,1,1,5,0,0,3,5.887096774193548,1,4,9,62
75,5,0,15,0,10,3,1,1,1,12,3,0,6,0,0,17,6,0,0,0,1,2,5,1,0,2,11,3,1,2,5.409090909090909,1,6,7,44
76,5,0,5,0,9,1,0,0,3,17,0,0,4,0,0,10,2,0,0,0,1,3,4,3,0,1,0,0,0,1,5.7894736842105265,0,3,8,38
77,1,0,8,1,6,3,1,0,0,7,4,1,2,0,0,6,1,0,0,0,2,1,1,0,2,2,3,0,0,0,5.3076923076923075,0,1,4,26
78,7,1,11,0,11,5,0,0,1,20,8,0,10,0,0,15,3,0,0,0,2,1,5,1,3,5,5,0,1,0,5.71830985915493,1,6,13,71
79,2,0,13,0,9,5,0,0,2,13,1,0,4,0,0,9,3,0,0,0,1,2,9,1,0,0,2,0,0,1,5.638888888888889,0,0,6,36
80,3,0,11,0,9,6,2,0,0,13,6,2,2,0,0,7,5,0,0,2,6,3,5,0,1,2,5,1,0,1,5.604651162790698,1,7,5,43
81,6,1,20,0,22,6,0,1,1,33,5,0,10,0,0,34,9,1,0,0,1,1,13,2,1,0,13,0,1,2,5.542056074766355,1,3,17,107
82,0,0,5,0,15,4,0,0,2,12,9,0,7,0,0,11,4,0,0,0,2,3,9,1,0,3,3,1,1,1,5.298245614035087,1,11,7,57
83,5,2,9,0,24,6,0,0,1,30,7,0,8,0,0,19,6,0,0,1,4,3,10,3,2,3,4,3,3,1,6.613333333333333,5,4,7,75
84,3,0,3,0,10,7,0,0,0,9,0,0,5,0,0,8,3,0,0,0,3,3,0,0,4,3,1,1,0,1,5.714285714285714,0,1,4,35
85,12,2,21,0,36,10,3,2,2,38,35,1,16,0,0,27,14,1,0,3,7,6,17,6,6,4,11,0,2,4,6.148571428571429,3,15,16,175
86,2,0,3,0,3,3,0,0,0,5,0,0,1,0,0,5,1,0,0,0,0,0,1,0,1,0,2,0,0,0,5.285714285714286,0,2,1,14
87,4,0,8,0,6,4,0,0,2,6,7,0,3,0,0,6,0,0,0,0,2,4,5,0,3,0,1,0,0,3,6.137931034482759,0,4,4,29
88,4,0,9,0,10,2,3,0,0,9,6,0,13,0,0,13,4,0,0,0,3,2,7,2,0,2,1,0,0,0,6.150943396226415,0,3,6,53
89,8,0,7,0,9,6,0,0,2,16,0,0,11,0,0,30,6,0,0,2,3,3,9,1,0,0,10,0,2,5,5.305555555555555,4,3,13,72
90,4,0,7,0,10,3,0,0,2,14,18,0,3,0,0,4,4,0,0,0,1,2,6,0,1,2,2,0,0,2,6.472727272727273,1,10,7,55
91,4,1,21,1,15,7,0,0,2,29,6,0,9,0,0,9,5,0,0,0,1,2,6,1,1,1,7,2,0,1,6.243243243243243,1,8,7,74
92,11,1,22,0,25,7,2,0,0,40,30,1,11,0,0,11,9,0,0,0,8,8,9,2,5,1,8,0,1,4,6.181159420289855,1,24,43,138
93,11,0,25,2,27,4,1,0,2,40,16,0,15,0,0,18,7,0,0,2,8,5,8,4,1,2,8,2,0,2,5.362068965517241,0,9,13,116
94,8,5,20,0,18,6,0,2,1,34,17,1,12,0,0,11,9,0,0,1,4,3,5,5,5,5,9,3,0,0,6.043478260869565,0,12,16,115
95,5,0,12,0,14,7,0,0,2,18,7,0,8,0,0,18,9,0,0,1,3,4,14,7,1,0,2,0,1,5,5.885714285714286,0,6,7,70
96,8,0,34,1,19,6,0,0,4,40,3,0,9,0,0,18,9,0,0,0,3,4,11,6,2,0,10,1,0,1,6.65,0,3,11,100
97,12,0,16,0,12,1,0,0,2,26,2,0,1,0,0,16,7,0,0,0,3,5,1,3,2,4,13,0,1,4,5.147058823529412,1,0,9,68
98,3,0,18,0,16,6,1,0,1,23,9,0,11,0,0,13,5,0,0,3,4,3,7,6,0,2,8,0,0,0,5.930232558139535,0,4,10,86
99,8,0,13,0,22,9,1,0,1,26,10,0,15,0,0,27,8,0,0,1,7,4,4,5,3,5,11,2,1,0,5.97,2,16,12,100
100,9,0,11,0,19,11,1,0,3,21,12,0,4,0,0,19,13,0,0,2,3,6,13,2,2,2,8,1,0,3,5.625,0,8,16,96
101,4,1,10,0,18,3,0,1,1,14,21,2,5,0,0,13,6,0,0,0,6,4,6,2,1,1,2,0,1,3,5.698630136986301,1,8,7,73
102,2,0,8,0,5,2,0,0,0,9,0,0,1,0,0,3,4,0,0,0,0,0,1,1,0,1,4,0,2,1,5.0,2,0,4,23
103,4,0,19,0,18,7,1,0,1,29,20,0,17,0,0,12,10,0,0,1,3,3,8,2,1,3,5,0,0,0,5.828828828828829,0,7,9,111
104,4,1,11,0,12,10,1,0,2,16,8,0,11,0,0,24,9,0,0,0,5,7,7,2,2,1,10,0,0,4,5.25,0,3,9,88
105,2,1,24,0,18,8,1,1,0,23,5,3,6,0,0,14,8,0,0,0,6,3,13,7,4,1,2,1,0,2,5.8493150684931505,1,4,7,73
106,0,0,8,2,9,7,0,0,0,8,0,0,2,0,0,12,0,0,0,0,3,3,8,0,2,6,5,1,0,5,4.2682926829268295,2,1,7,41
107,8,0,21,0,18,12,0,0,2,29,7,0,11,0,0,17,9,0,0,0,4,3,8,4,2,2,6,3,0,4,5.878787878787879,3,6,10,99
108,11,0,15,0,17,11,1,0,1,25,12,0,4,0,0,12,8,0,0,0,4,5,6,3,2,1,8,0,2,3,5.8352941176470585,4,5,9,85
109,8,0,10,0,11,4,1,0,2,21,4,0,3,0,0,9,6,0,0,0,0,4,3,5,0,1,6,0,0,6,5.491525423728813,0,6,8,59
110,6,0,11,0,20,5,4,0,4,9,7,0,10,0,0,17,5,0,0,0,0,5,4,1,4,1,8,1,2,1,5.62,1,4,5,50
111,8,0,14,0,11,3,0,0,1,18,6,1,8,0,0,8,1,0,0,0,1,1,4,1,1,0,6,2,0,3,6.0,2,2,6,52
112,5,0,17,0,13,9,0,1,3,23,7,0,6,0,0,14,6,0,0,0,4,6,9,3,1,2,5,1,2,4,5.422535211267606,2,7,7,71
113,7,0,12,0,13,7,0,0,1,20,8,0,3,0,0,13,2,0,0,3,0,3,4,1,0,2,7,0,2,1,5.769230769230769,2,6,10,65
114,11,0,14,0,19,10,0,0,2,23,11,2,11,0,0,22,13,1,0,0,7,6,2,0,7,1,16,1,0,1,6.054945054945055,0,11,13,91
115,1,0,4,0,2,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5.375,0,1,2,8
116,2,0,4,0,10,9,1,1,1,10,1,0,2,0,0,14,4,0,0,1,2,2,5,0,0,4,4,0,2,0,6.0285714285714285,2,4,6,35
117,10,0,28,0,22,10,0,0,0,35,13,0,13,0,0,12,8,0,0,1,3,2,15,10,3,2,2,1,1,2,6.044642857142857,3,12,10,112
118,0,0,9,1,10,2,0,0,0,16,1,0,2,0,0,6,2,0,0,0,4,4,2,2,1,1,3,1,0,0,5.216216216216216,0,3,4,37
119,8,1,15,0,21,5,0,0,1,25,19,0,6,0,0,10,2,0,0,0,1,1,7,0,3,1,2,0,0,0,6.25,0,8,8,68
120,3,0,11,0,11,6,0,1,2,15,4,0,4,0,0,12,7,0,0,0,2,4,5,1,4,1,5,2,2,3,5.620689655172414,3,5,10,58
121,8,0,21,0,36,10,1,0,0,35,10,0,15,0,0,23,8,0,0,4,3,1,22,4,3,1,3,1,0,3,6.3418803418803416,0,5,12,117
122,8,1,18,1,19,15,0,0,1,25,11,1,18,0,0,20,17,1,0,1,11,9,12,5,5,3,7,0,0,3,5.960629921259843,0,5,10,127
123,2,0,18,1,14,5,0,0,2,23,3,0,2,0,0,8,2,0,0,0,2,4,3,1,2,2,5,0,0,3,5.576923076923077,0,1,7,52
124,4,0,10,1,8,6,0,0,0,14,1,0,5,0,0,21,3,0,0,0,5,1,16,2,0,0,1,0,1,4,5.73469387755102,1,3,6,49
125,6,0,10,0,10,4,1,0,0,19,7,0,4,0,0,16,4,0,0,1,1,0,3,1,1,1,11,1,0,1,5.35,0,5,7,60
126,1,0,4,0,5,0,0,0,0,5,0,0,4,0,0,2,0,0,0,0,0,0,1,1,0,3,1,2,0,0,5.714285714285714,0,4,3,14
127,2,0,2,0,1,0,0,0,0,5,5,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5.0,0,7,2,14
128,2,0,2,0,4,4,0,0,0,2,7,0,3,0,0,2,1,0,0,0,0,0,0,0,0,1,5,0,1,0,5.761904761904762,0,6,3,21
129,7,0,17,1,12,5,0,0,0,23,13,0,5,0,0,10,9,0,0,0,4,2,6,1,1,1,11,0,0,5,6.826086956521739,0,7,7,69
130,6,0,8,0,10,7,2,0,1,13,5,1,9,0,0,17,7,0,0,1,4,2,5,0,0,0,8,1,0,3,6.7272727272727275,0,6,7,55
131,8,0,24,0,20,5,0,1,1,47,13,0,7,0,0,19,9,0,0,1,3,2,4,7,1,2,17,1,2,2,6.0508474576271185,1,11,14,118
132,4,3,23,0,28,5,0,0,0,40,8,0,2,0,0,7,5,0,0,0,2,1,0,2,3,2,15,1,0,5,6.247058823529412,0,6,14,85
133,1,1,19,1,25,9,0,0,0,29,11,0,5,0,0,6,4,0,0,0,2,1,6,1,3,2,6,0,1,1,6.0394736842105265,2,9,18,76
134,6,1,15,0,20,7,0,0,1,29,6,0,3,0,0,14,7,0,0,0,2,4,3,5,3,2,13,1,0,2,4.815217391304348,0,8,12,92
135,16,1,25,0,32,20,0,0,0,46,21,0,9,0,0,17,10,0,0,1,4,4,8,7,2,0,14,0,0,3,5.879432624113475,0,9,19,141
136,15,1,26,0,33,14,0,0,3,49,18,0,24,0,0,37,15,1,0,3,7,7,15,1,8,6,10,4,2,1,6.396341463414634,4,13,14,164
137,3,1,10,0,7,9,0,2,1,14,1,1,1,0,0,7,6,0,0,0,3,3,5,1,1,2,0,0,1,1,5.108695652173913,1,3,7,46
138,6,0,12,1,15,7,2,0,2,18,9,0,12,0,0,16,10,0,0,0,2,3,14,4,0,1,4,0,0,0,6.3023255813953485,0,6,14,86
139,3,0,16,0,16,3,0,0,2,24,9,0,5,0,0,8,4,0,0,1,2,4,5,6,0,0,3,0,1,2,6.057971014492754,1,7,8,69
140,3,0,8,0,8,5,0,0,2,16,15,0,7,0,0,7,4,0,0,0,4,4,5,1,3,0,4,2,1,1,5.725806451612903,2,14,8,62
141,4,1,19,0,19,10,0,0,0,22,1,0,8,0,0,12,6,0,0,0,2,2,8,1,3,1,4,1,0,3,6.0,0,1,6,61
142,8,0,18,1,19,9,0,1,0,27,3,0,8,0,0,19,7,0,0,0,5,7,11,4,1,3,7,1,2,6,5.788888888888889,2,3,9,90
143,9,0,29,4,25,6,1,0,0,47,15,0,6,0,0,16,5,0,0,0,0,0,4,1,1,3,23,2,0,5,5.388888888888889,4,15,9,108
144,11,0,5,0,11,11,0,0,1,17,5,0,7,0,0,16,7,0,0,0,3,2,3,2,1,3,9,1,1,4,6.15625,3,3,6,64
145,12,3,18,0,15,12,0,0,2,19,12,0,10,0,0,19,12,0,0,1,5,9,5,6,3,2,15,2,0,6,5.712871287128713,1,13,15,101
146,14,1,36,1,40,11,1,0,1,46,13,0,21,0,1,25,14,0,0,1,5,1,14,4,6,10,11,2,2,3,5.9391891891891895,2,5,17,148
147,7,1,6,0,13,8,0,0,0,16,7,0,8,0,0,21,6,0,0,0,6,5,15,1,2,2,1,0,0,0,5.5675675675675675,0,1,10,74
148,11,0,21,0,21,9,1,0,1,35,11,0,14,0,0,13,4,0,0,1,3,2,7,6,6,3,6,2,2,6,6.721153846153846,3,13,6,104
149,6,0,20,0,20,7,0,0,0,28,4,0,10,0,0,14,2,0,0,1,8,7,7,2,5,2,8,1,1,0,6.394736842105263,1,3,8,76
150,3,1,21,0,8,4,0,1,0,23,3,0,10,0,1,5,2,0,0,2,2,1,3,2,2,4,9,3,1,2,6.7164179104477615,1,3,13,67
151,7,0,17,1,23,10,0,0,2,31,21,0,7,0,0,16,6,0,0,5,5,5,11,2,3,2,8,2,1,2,6.381818181818182,2,17,12,110
152,1,1,12,0,14,3,1,0,0,18,5,0,10,0,0,21,2,0,0,0,7,5,9,0,5,1,5,0,1,0,5.883333333333334,1,4,7,60
153,9,0,15,1,15,14,0,0,1,29,11,0,5,0,0,13,8,0,0,2,4,4,16,2,1,4,4,0,1,2,6.113636363636363,2,5,17,88
154,3,1,6,0,14,1,0,0,0,9,4,1,2,0,0,6,0,0,0,1,2,2,2,3,0,3,3,1,0,1,5.9655172413793105,1,5,3,29
155,4,0,11,0,11,9,1,0,0,12,3,0,7,0,0,10,0,0,0,0,4,4,6,1,0,0,3,0,0,5,5.934782608695652,0,5,6,46
156,3,0,16,1,23,8,0,0,2,32,4,0,11,0,0,20,4,0,0,0,3,4,4,2,3,1,6,1,0,1,5.904761904761905,1,3,8,84
157,8,0,7,0,7,2,0,0,0,14,13,0,3,0,0,8,6,0,0,1,3,2,1,5,0,3,6,0,0,0,6.666666666666667,0,11,10,51
158,8,0,10,1,20,12,1,0,2,18,3,0,6,0,0,23,5,0,0,4,3,5,5,6,3,2,10,0,2,3,5.415584415584416,2,4,12,77
159,4,1,12,0,14,8,0,0,1,24,6,0,3,0,0,13,5,0,0,0,1,1,6,1,2,2,6,1,0,0,5.5285714285714285,1,3,10,70
160,4,1,14,0,9,2,0,0,1,21,1,0,5,0,0,7,0,1,0,0,3,4,4,1,3,1,5,1,0,3,6.041666666666667,0,0,6,48
161,3,0,6,0,8,5,0,0,1,8,3,0,2,0,0,5,4,0,0,2,0,1,5,1,2,0,2,0,0,1,5.4411764705882355,0,2,4,34
162,4,0,9,0,12,8,0,0,1,17,2,0,4,0,0,16,5,0,0,1,1,2,0,2,0,4,11,0,0,1,5.321428571428571,0,7,7,56
163,11,0,20,1,23,9,0,0,2,30,27,0,13,0,0,23,9,0,0,1,4,3,3,11,0,6,14,2,0,2,5.873015873015873,1,9,15,126
164,7,0,18,0,15,2,2,0,3,20,35,0,6,0,0,17,7,0,0,0,4,6,4,2,0,1,5,2,0,6,5.4907407407407405,2,42,8,108
165,2,0,9,0,11,7,0,0,1,12,1,0,8,0,0,12,5,0,0,0,3,2,5,2,1,5,4,0,2,2,5.2745098039215685,2,4,6,51
166,7,0,20,1,34,10,1,0,3,37,16,0,13,0,1,34,7,0,0,1,4,8,18,2,3,4,5,3,1,3,6.390243902439025,2,9,12,123
167,6,0,8,0,9,4,0,0,0,14,1,0,2,0,0,9,3,0,0,0,1,2,1,1,0,0,9,0,0,1,5.5,0,1,4,36
168,3,0,24,0,15,7,0,1,1,33,4,0,10,0,0,15,8,0,0,0,2,1,6,2,0,2,10,0,2,5,6.1976744186046515,1,1,8,86
169,6,0,12,1,16,6,0,0,1,20,10,0,4,0,0,14,3,0,0,2,3,3,7,1,0,1,6,0,1,1,5.852459016393443,0,4,10,61
170,7,0,12,0,14,6,1,0,0,19,3,1,9,0,0,13,6,0,0,0,1,1,1,4,1,3,5,0,3,3,6.033898305084746,2,3,5,59
171,8,0,16,0,13,5,0,0,0,21,4,0,5,0,0,9,8,0,0,0,6,5,9,1,6,1,5,3,0,2,5.737704918032787,0,9,6,61
172,2,0,10,0,8,8,0,0,0,11,7,0,6,0,0,8,4,0,0,0,2,0,2,3,0,4,5,1,0,1,5.755102040816326,0,4,7,49
173,7,3,9,0,21,7,0,0,4,22,9,0,3,0,0,18,6,0,0,0,5,6,8,2,1,3,3,0,0,1,6.219178082191781,0,2,7,73
174,1,0,4,0,9,2,1,0,1,8,1,0,4,0,0,11,5,0,0,0,1,1,0,4,0,2,5,0,1,0,5.448275862068965,1,0,5,29
175,3,1,26,0,15,14,0,1,2,29,4,0,7,0,0,18,9,0,0,0,2,4,14,7,2,1,12,1,1,0,5.572649572649572,1,0,19,117
