,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
57,6,0,22,0,17,7,1,0,2,33,16,0,7,0,0,10,8,0,0,0,3,4,3,3,1,5,4,2,0,0,5.329670329670329,1,6,12,91
58,0,0,22,0,14,3,1,0,0,33,0,0,2,0,0,10,5,0,0,1,4,4,11,3,3,0,3,1,0,3,6.0,0,1,7,70
59,2,0,18,0,10,3,0,0,1,22,13,0,4,0,0,8,3,0,0,4,4,5,4,3,2,0,7,0,0,2,5.477611940298507,0,4,6,67
60,2,0,21,0,21,9,0,0,1,22,3,0,7,2,0,22,4,1,0,1,3,4,14,4,4,5,7,1,0,3,4.839080459770115,1,2,11,87
61,1,2,19,1,16,9,0,0,0,28,15,0,7,0,0,17,6,0,2,1,4,3,1,2,1,4,10,1,0,0,5.724137931034483,1,1,14,87
62,9,0,12,0,19,12,2,0,2,32,10,0,10,0,0,16,12,0,0,1,13,8,10,0,5,4,6,2,0,1,5.689320388349515,0,5,11,103
63,3,0,7,0,7,3,0,0,2,9,0,0,5,0,0,9,4,0,0,1,1,2,9,3,3,0,1,0,1,1,5.5,2,2,5,34
64,2,1,24,2,18,4,1,0,4,28,5,0,7,0,0,5,2,0,0,1,0,5,3,0,3,1,4,3,0,0,5.742857142857143,0,2,10,70
65,4,0,36,0,21,4,0,0,1,47,7,0,6,0,0,8,3,0,0,2,4,6,7,4,4,1,7,0,1,3,5.782178217821782,1,2,11,101
66,10,0,22,0,19,9,0,0,2,32,10,0,7,0,0,13,5,0,0,1,7,11,10,6,3,2,9,0,0,3,5.490384615384615,0,4,10,104
67,2,0,8,1,6,2,0,0,0,11,0,0,3,0,0,3,2,0,0,0,0,0,2,0,1,1,3,0,0,0,4.88,0,6,4,25
68,2,0,7,0,3,2,0,0,0,9,1,0,3,0,0,7,1,0,0,0,1,2,1,0,0,2,4,1,0,0,5.4,1,0,5,30
69,4,0,11,0,14,5,1,0,5,22,0,0,4,0,0,3,3,1,0,0,2,7,3,1,2,0,2,2,0,1,5.673469387755102,0,4,6,49
70,0,0,4,0,2,3,0,0,0,5,3,0,1,0,0,4,2,0,0,1,1,1,6,1,1,0,0,1,0,0,5.095238095238095,1,0,6,21
71,2,0,18,1,15,2,0,0,2,22,4,0,2,0,0,8,7,1,0,0,1,2,2,0,2,0,8,0,0,0,6.097560975609756,0,0,5,41
72,2,0,14,0,14,8,2,0,0,15,0,0,4,0,0,5,4,0,0,0,6,5,7,1,2,9,0,1,0,0,5.25,1,5,3,48
73,6,0,24,1,22,11,1,0,1,41,5,0,8,0,0,19,7,0,0,2,5,9,17,5,3,1,6,0,1,3,6.034782608695652,2,5,13,115
74,7,1,25,0,20,15,0,0,0,42,14,0,5,0,0,12,10,1,0,0,6,7,15,5,5,1,4,0,0,1,5.471544715447155,0,8,10,123
75,3,0,24,0,13,16,2,0,1,38,13,0,6,0,0,18,5,0,0,0,5,5,13,2,3,0,3,1,1,1,5.4672897196261685,1,3,13,107
76,1,0,6,0,7,3,0,0,0,13,3,0,2,0,0,6,3,0,0,0,0,0,5,0,0,1,0,0,0,0,4.885714285714286,0,2,6,35
77,9,0,17,0,27,9,2,0,0,28,15,0,8,0,0,25,14,0,0,3,4,3,19,10,3,1,2,0,0,2,5.81651376146789,1,4,10,109
78,1,0,4,1,4,1,0,0,0,8,1,0,0,0,0,1,2,0,0,0,1,3,0,0,1,0,2,0,0,0,4.611111111111111,0,1,3,18
79,2,0,7,0,5,0,0,0,1,7,1,0,2,0,0,3,1,0,0,0,0,2,0,0,0,1,4,0,0,1,5.0,0,2,3,19
80,5,0,13,0,17,9,1,0,0,25,4,0,2,0,0,16,11,0,0,1,5,4,13,3,1,3,0,0,0,0,5.294117647058823,0,3,11,68
81,0,0,10,1,8,3,0,0,0,14,4,0,3,0,0,5,1,0,0,0,2,2,2,0,0,3,2,0,0,3,5.756756756756757,0,2,6,37
82,3,0,23,0,22,14,0,0,0,38,8,0,10,0,0,12,7,0,0,1,6,6,9,4,4,3,1,1,1,0,5.458715596330276,1,7,12,109
83,0,1,12,0,8,2,0,0,0,14,2,0,1,0,0,4,4,0,0,0,2,1,0,1,1,0,8,0,0,0,5.555555555555555,0,0,7,36
84,2,1,18,0,11,3,0,0,1,24,7,0,7,0,0,10,2,0,0,1,2,4,3,2,2,0,4,0,1,0,5.264705882352941,1,1,9,68
85,4,0,18,0,17,10,0,0,2,27,1,0,5,0,0,8,4,0,0,0,1,4,5,4,2,1,2,0,0,0,5.671875,0,3,6,64
86,4,1,14,0,18,4,2,0,0,19,1,0,4,0,0,9,5,1,0,0,5,3,2,3,0,1,7,0,0,1,5.27906976744186,1,1,5,43
87,2,1,10,1,14,1,2,0,4,16,6,0,4,0,0,13,3,0,0,0,2,5,8,0,0,0,1,1,0,0,5.423076923076923,1,5,6,52
88,5,0,21,3,16,3,1,0,3,33,1,0,4,0,0,17,4,1,0,2,7,7,15,4,3,0,0,0,0,1,5.5,1,1,14,80
89,0,0,14,1,8,2,0,0,0,20,3,0,2,0,0,1,2,0,0,0,3,2,3,4,0,1,1,0,0,2,5.5,0,3,5,40
90,9,0,20,0,18,8,0,0,0,33,3,0,0,0,0,17,6,1,0,1,7,6,0,3,3,5,15,0,0,2,5.153846153846154,0,5,6,78
91,1,1,2,1,1,2,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,5.916666666666667,0,1,2,12
92,8,0,18,0,24,4,1,0,6,39,1,0,6,0,0,15,7,0,0,1,7,12,0,4,5,4,1,0,0,4,5.348314606741573,2,6,6,89
93,1,0,6,0,5,0,0,0,1,5,0,0,2,0,0,8,2,0,0,0,1,2,7,2,1,1,0,0,0,0,5.0,0,2,4,21
94,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,5.333333333333333,0,1,1,6
95,2,1,22,0,17,7,2,1,0,25,5,0,10,0,0,8,0,1,0,2,1,1,5,5,4,2,9,1,0,3,5.906666666666666,0,1,9,75
96,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4.833333333333333,0,0,2,6
97,8,0,22,0,20,16,1,1,1,30,2,0,7,0,0,14,7,1,0,0,7,6,12,5,3,1,3,1,0,2,5.515151515151516,0,9,11,99
98,7,0,30,2,28,11,0,0,3,43,4,0,5,0,1,17,11,0,0,1,1,4,14,2,6,0,3,3,0,1,4.975,0,9,9,120
99,6,0,15,1,7,7,0,1,5,15,1,0,4,0,0,1,1,0,0,0,1,6,1,0,0,1,2,1,0,0,6.177777777777778,0,2,7,45
100,1,1,14,0,9,4,0,0,1,18,0,0,2,0,0,10,5,0,0,1,6,5,11,4,2,0,0,1,0,1,5.403846153846154,1,1,8,52
101,11,2,32,0,43,14,0,0,5,49,8,0,11,0,0,17,17,0,0,0,6,7,15,6,6,1,4,0,0,0,5.612676056338028,0,3,12,142
102,5,3,33,1,24,5,1,1,1,41,7,0,10,0,0,10,11,0,0,0,0,2,11,4,5,1,5,0,0,0,6.104761904761904,0,4,14,105
103,2,0,4,1,6,1,0,0,0,6,10,0,2,0,0,2,0,0,0,0,5,2,8,1,1,0,0,0,0,2,5.53125,1,7,5,32
104,9,0,11,1,5,3,0,0,0,13,1,0,2,0,0,10,6,0,0,0,3,3,9,1,0,1,1,0,0,0,4.942857142857143,0,3,6,35
105,5,1,27,2,25,9,0,0,4,34,4,0,6,0,0,13,10,0,0,2,5,9,8,7,2,6,1,0,0,0,5.347368421052631,0,3,14,95
106,5,0,22,0,16,5,3,0,0,25,1,0,3,0,0,17,11,0,0,2,4,4,11,4,3,4,0,0,0,0,5.679012345679013,0,13,11,81
107,4,0,15,0,16,7,0,0,1,19,1,0,3,0,0,19,7,0,0,1,4,6,8,3,5,6,5,0,0,1,5.216666666666667,0,4,5,60
108,0,1,7,0,9,0,0,0,0,10,0,0,1,0,0,4,0,0,0,0,0,0,4,2,1,0,1,0,0,1,5.826086956521739,1,0,5,23
109,2,1,25,0,14,1,0,1,0,25,0,0,5,0,0,3,2,0,0,0,1,1,4,5,0,1,3,0,0,1,5.659574468085107,0,2,7,47
110,3,0,15,0,14,4,1,0,2,19,8,0,1,0,0,10,12,0,0,1,4,4,0,1,3,0,12,0,0,0,5.120689655172414,0,0,6,58
111,5,0,18,0,15,5,0,0,0,25,5,0,6,0,0,9,5,0,0,1,2,2,6,3,1,1,6,1,1,1,5.848484848484849,1,4,7,66
112,3,0,11,0,11,3,2,0,0,10,0,0,7,0,0,12,7,0,0,0,6,6,3,2,2,3,4,1,1,3,5.818181818181818,4,0,6,44
113,1,2,12,1,10,2,0,0,0,19,9,0,7,0,0,0,2,0,0,0,3,2,1,2,1,2,3,1,0,1,5.528301886792453,0,4,5,53
114,2,1,7,0,5,2,1,0,0,10,10,0,3,0,0,8,2,0,0,0,1,2,3,2,0,4,5,1,0,1,4.8,0,1,5,50
115,2,0,7,0,10,4,0,0,1,13,0,0,1,0,0,10,6,0,0,0,1,2,8,0,4,0,1,1,0,0,5.405405405405405,1,0,5,37
116,3,0,20,3,14,10,0,0,0,23,12,0,4,0,0,10,7,0,0,3,4,4,13,7,3,0,4,2,0,0,5.586206896551724,2,1,10,87
117,1,1,16,0,14,2,0,0,0,21,18,0,7,0,0,12,2,0,0,0,2,0,8,0,3,1,2,1,0,2,5.323943661971831,0,0,10,71
118,1,0,7,0,7,0,0,0,1,8,1,0,2,0,0,5,1,0,0,1,1,1,4,1,1,0,1,0,1,0,5.8,1,0,4,20
119,3,1,11,0,16,8,0,0,0,18,6,0,9,0,0,8,6,0,0,1,1,4,3,2,0,6,8,0,0,0,5.373134328358209,0,9,9,67
120,9,0,29,3,22,4,0,1,1,42,6,0,4,0,0,4,5,0,0,0,1,2,5,7,1,1,4,0,0,0,6.296296296296297,0,1,10,81
121,1,0,21,0,10,5,0,0,0,22,7,0,5,0,0,6,3,0,0,0,4,1,3,5,3,0,11,0,0,1,6.1940298507462686,0,2,10,67
122,0,0,10,0,14,2,0,0,3,14,1,0,8,0,0,6,2,0,0,0,0,4,3,4,0,0,2,0,1,0,6.2439024390243905,1,1,4,41
123,1,0,8,0,9,6,0,1,0,8,3,0,1,0,0,9,3,0,0,0,1,1,5,2,4,2,0,0,0,0,4.787878787878788,0,3,5,33
124,3,0,4,1,11,4,0,0,0,9,2,0,2,0,0,5,2,0,0,1,3,2,5,3,1,1,3,0,0,2,5.137931034482759,2,4,5,29
125,11,1,19,0,19,9,0,0,1,31,8,0,6,0,0,20,8,0,0,2,4,5,1,2,2,0,16,0,0,1,5.043956043956044,0,6,12,91
126,2,0,3,0,4,3,0,0,1,5,1,0,2,0,0,5,1,0,0,0,3,2,7,2,1,1,0,1,0,1,5.36,1,2,3,25
127,1,0,11,0,5,1,0,0,3,13,1,0,2,0,0,8,5,0,0,0,2,6,1,2,0,1,5,1,0,0,5.84375,0,2,5,32
128,7,0,22,1,25,16,0,0,2,34,9,0,7,0,0,24,16,0,0,3,9,9,22,2,5,7,3,1,0,2,5.087301587301587,2,6,19,126
129,1,0,5,0,5,3,0,1,0,10,2,0,5,0,0,1,2,0,0,0,3,3,1,0,0,4,1,0,0,0,5.233333333333333,0,3,4,30
130,8,0,15,0,23,8,0,0,1,26,8,0,4,0,0,18,8,0,0,3,2,2,14,6,2,0,3,0,0,1,5.567901234567901,1,5,9,81
131,1,0,12,0,12,3,0,0,1,19,1,0,5,0,0,9,3,0,0,0,4,3,3,1,1,2,6,0,3,3,4.87037037037037,4,1,6,54
132,4,0,11,0,10,6,1,1,0,16,1,0,6,0,0,6,6,0,0,1,0,1,4,2,0,1,5,0,0,2,5.42,0,2,7,50
133,2,0,16,0,7,9,1,0,1,15,2,0,6,0,0,8,5,0,0,2,5,2,12,2,0,0,1,0,1,2,5.482142857142857,1,1,8,56
134,4,0,22,0,27,7,0,0,1,30,6,0,13,0,0,5,10,0,0,2,4,4,11,4,5,2,1,0,1,0,5.955056179775281,1,12,10,89
135,5,2,22,0,20,9,1,1,0,36,17,0,9,0,0,3,6,0,0,0,2,0,8,3,2,1,2,0,0,2,5.924731182795699,1,4,5,93
136,1,0,7,0,5,4,0,0,0,11,5,0,3,0,0,5,1,0,0,1,2,0,4,0,0,1,0,1,0,0,5.724137931034483,0,2,3,29
137,2,0,9,0,6,1,0,1,0,9,1,0,4,0,0,1,0,0,0,0,1,0,4,1,0,1,0,0,1,0,4.461538461538462,1,3,3,26
138,4,1,11,0,7,2,1,0,1,13,2,0,6,0,0,8,1,0,0,2,2,2,7,3,4,0,2,0,0,3,5.5476190476190474,0,4,5,42
139,1,0,4,0,4,2,0,0,0,5,2,0,1,0,0,4,1,0,0,0,1,1,5,1,1,0,0,0,0,0,5.368421052631579,0,2,2,19
140,9,0,22,0,22,7,0,0,7,38,2,0,2,0,0,24,3,0,0,0,4,10,18,8,5,2,3,0,0,0,5.776699029126213,0,4,12,103
141,9,1,21,1,34,12,0,0,3,33,24,0,13,0,0,22,7,1,0,1,3,6,9,7,3,3,7,0,0,2,5.82962962962963,0,8,13,135
142,3,1,24,0,20,6,1,0,0,28,12,0,8,0,0,8,5,1,0,0,2,1,8,2,4,1,2,0,0,0,5.802469135802469,0,1,9,81
143,0,1,25,0,21,7,0,0,2,34,6,0,4,0,0,8,7,0,0,0,0,3,8,0,5,4,3,1,0,2,5.619047619047619,1,3,10,84
144,6,1,14,0,26,12,1,0,0,32,5,0,9,0,0,17,6,0,0,0,5,3,8,11,4,0,8,1,0,0,6.092783505154639,1,0,9,97
145,5,2,26,0,23,9,0,0,4,40,4,0,11,0,0,20,10,0,0,0,7,9,6,5,3,1,8,0,0,1,6.439655172413793,0,0,10,116
146,6,0,18,0,15,11,0,0,1,37,1,0,5,0,0,25,6,0,0,1,4,2,3,3,4,0,23,1,1,6,5.346534653465347,1,10,12,101
147,1,0,5,0,4,2,0,0,0,5,1,0,2,0,0,2,2,0,0,0,1,0,1,1,0,1,1,0,0,0,4.333333333333333,0,1,3,15
148,3,1,25,1,16,6,0,0,2,25,0,0,4,0,0,4,3,0,0,0,5,5,3,2,3,0,7,0,0,3,5.1454545454545455,1,2,7,55
149,4,1,13,0,17,7,2,2,0,20,7,0,6,0,0,7,4,0,0,0,0,0,10,4,2,0,0,0,0,0,6.40625,0,2,8,64
150,0,0,4,0,4,1,0,0,0,7,0,0,4,0,0,4,2,0,0,1,1,0,2,0,2,0,3,0,1,1,6.95,1,2,4,20
151,8,3,33,0,31,9,1,0,2,44,10,0,16,0,0,20,13,0,0,1,6,8,23,5,11,2,2,1,0,1,6.013513513513513,0,1,15,148
152,2,1,4,1,8,2,0,0,0,7,2,0,3,0,0,4,3,0,0,0,2,2,5,2,1,2,1,0,1,0,4.903225806451613,1,3,4,31
153,7,0,10,1,9,5,0,0,0,12,4,0,5,0,0,10,5,1,0,1,2,3,6,1,2,5,1,0,1,2,4.921052631578948,1,8,4,38
154,2,1,10,0,7,5,0,0,0,15,0,0,2,0,0,5,2,0,0,0,2,1,6,1,2,0,0,0,0,0,4.888888888888889,0,4,3,36
155,4,1,23,0,16,7,0,0,2,28,1,0,8,0,0,15,6,2,0,7,2,4,6,5,7,2,12,0,0,1,5.64367816091954,0,1,9,87
156,3,0,13,0,10,3,0,0,0,17,2,0,11,0,0,8,4,1,0,0,5,5,0,5,1,11,3,0,1,3,5.571428571428571,1,4,5,56
157,4,0,15,0,19,7,1,1,3,26,4,0,5,1,0,13,10,0,0,0,1,7,3,3,1,4,3,0,2,0,5.618421052631579,2,3,6,76
158,3,1,14,0,10,5,0,0,1,13,2,0,7,0,0,5,4,0,0,0,0,1,5,5,1,1,3,0,0,2,5.911111111111111,0,2,7,45
159,4,0,21,0,9,4,1,0,4,15,2,0,7,0,0,11,10,0,0,0,3,8,9,0,5,1,3,0,0,1,5.927536231884058,0,0,9,69
160,3,0,10,1,11,4,0,0,3,12,6,0,5,0,0,10,3,0,0,0,2,5,5,2,0,2,5,0,1,2,4.450980392156863,1,1,5,51
161,5,0,23,0,16,7,0,0,2,26,5,0,11,0,0,16,3,0,0,0,3,2,15,2,3,2,0,0,0,3,6.186046511627907,0,4,11,86
162,2,0,7,1,12,0,0,1,1,11,6,0,3,0,0,5,1,1,0,0,1,1,8,2,3,0,0,0,0,0,6.206896551724138,0,2,2,29
163,5,1,20,1,13,8,1,0,3,31,14,0,7,0,0,6,4,0,0,0,1,3,13,4,3,0,4,1,0,0,5.6947368421052635,1,4,10,95
164,1,1,17,2,13,3,0,0,2,21,1,0,4,0,0,5,1,0,0,0,0,2,3,2,2,2,5,0,0,0,5.6875,0,2,9,48
165,9,1,26,0,24,11,1,0,2,35,2,0,9,0,0,25,6,1,0,2,3,6,17,3,5,2,4,0,0,4,5.686868686868687,2,3,12,99
166,4,0,29,0,29,6,0,0,1,36,13,0,9,0,0,15,12,0,0,2,2,5,6,1,6,2,8,0,2,1,5.796116504854369,2,1,10,103
167,5,2,22,1,13,6,0,0,0,27,3,0,6,0,0,2,8,0,0,0,2,1,0,5,7,2,11,2,0,0,6.142857142857143,2,9,8,77
168,7,0,26,0,20,3,0,0,2,26,12,0,8,0,0,8,6,0,0,1,1,3,8,8,3,0,2,0,0,0,6.226190476190476,0,3,7,84
169,2,0,6,0,8,2,1,0,2,6,1,0,0,0,0,10,5,0,0,1,1,4,1,0,2,1,6,0,0,0,4.966666666666667,0,1,4,30
170,0,0,6,0,6,0,0,0,0,12,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,5.428571428571429,0,0,4,21
171,1,0,6,0,3,1,0,0,2,6,5,0,2,0,0,3,2,0,0,0,1,4,1,1,0,0,1,0,0,0,5.851851851851852,0,0,3,27
172,0,0,24,1,10,6,0,0,1,23,0,0,6,0,0,3,1,0,0,0,6,5,6,3,5,1,2,2,0,2,5.767857142857143,1,0,6,56
173,4,1,21,2,19,7,0,0,0,28,10,0,6,0,0,5,2,0,0,2,2,0,1,2,1,0,14,0,0,1,5.5479452054794525,0,3,7,73
174,0,0,10,0,4,4,0,0,0,9,0,0,4,0,0,3,4,0,0,0,2,1,1,1,1,1,1,0,0,0,5.571428571428571,0,1,6,28
175,0,0,14,0,30,7,0,0,2,22,9,0,6,0,0,15,12,0,0,2,5,10,11,1,2,0,4,1,1,0,5.116883116883117,1,2,7,77
