,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
94,10,1,28,0,33,8,0,2,7,45,13,0,16,0,0,39,29,0,0,0,8,16,6,12,0,19,5,1,1,2,5.3107344632768365,2,26,22,177
95,7,4,27,0,54,21,0,2,11,45,11,1,33,0,0,45,32,1,0,2,10,23,3,3,5,24,11,4,3,9,5.564766839378239,4,11,26,193
96,13,0,25,0,48,15,0,1,9,61,6,2,48,0,0,31,25,1,0,3,18,33,2,18,8,35,6,1,3,5,5.672131147540983,4,17,25,244
97,12,1,43,0,46,25,4,0,9,77,19,3,24,0,0,32,11,3,0,2,19,24,1,18,2,17,10,0,1,3,5.794979079497908,1,11,35,239
98,14,1,26,0,28,8,0,0,11,48,8,0,17,0,0,46,14,2,0,1,8,18,6,3,0,19,10,2,2,5,5.152046783625731,6,11,21,171
99,17,2,26,2,42,24,2,1,11,58,8,2,53,0,0,23,22,0,0,6,13,28,2,3,12,25,8,1,2,5,5.982905982905983,4,16,20,234
100,8,0,30,1,35,5,3,0,10,68,12,0,12,0,0,41,19,0,0,7,21,26,3,8,2,27,8,0,0,3,5.139423076923077,3,12,33,208
101,11,1,24,1,47,27,0,0,5,57,13,1,46,0,0,10,29,0,0,0,11,16,0,14,3,21,8,1,1,2,6.316742081447964,3,13,29,221
102,18,2,45,0,44,13,2,2,7,73,6,0,23,0,0,45,24,0,0,1,17,20,4,11,2,35,18,1,5,11,5.419047619047619,4,15,20,210
103,26,5,54,0,85,40,1,0,8,96,27,1,56,0,0,29,33,0,0,2,15,27,6,19,14,27,8,2,2,5,6.544642857142857,3,34,36,336
104,11,0,38,1,47,19,4,2,5,62,33,0,18,0,0,35,15,4,0,3,19,19,4,6,7,25,10,0,3,2,5.606060606060606,2,33,32,231
105,21,0,33,1,37,17,0,1,13,53,8,0,21,0,0,22,18,1,0,3,7,24,1,10,2,13,7,0,0,0,5.453488372093023,0,10,22,172
106,22,0,49,0,58,28,3,1,8,93,19,0,26,0,1,43,22,3,0,4,16,21,5,13,3,23,6,0,2,5,5.77431906614786,2,31,27,257
107,14,0,17,0,28,13,1,0,8,40,11,1,34,0,0,21,11,1,0,1,5,16,2,4,1,21,2,0,0,2,5.670967741935484,0,8,15,155
108,14,0,19,1,38,18,5,1,10,59,17,1,28,0,0,50,22,0,2,1,8,14,2,14,2,30,14,2,5,5,5.861111111111111,5,33,28,216
109,8,1,24,1,43,6,0,0,17,48,18,1,18,0,0,42,21,3,1,3,11,30,4,5,2,18,8,0,5,3,5.273224043715847,5,9,29,183
110,17,2,30,2,38,8,6,1,11,52,46,0,22,0,0,58,14,0,0,0,16,28,3,6,6,21,4,2,1,5,5.51304347826087,1,39,30,230
111,4,0,17,0,26,11,1,1,5,39,14,0,9,0,0,16,8,0,0,1,7,11,0,3,1,10,8,2,0,1,5.169491525423729,1,16,12,118
112,10,1,21,1,26,18,3,0,8,44,5,0,29,0,0,29,18,0,0,2,12,20,1,3,8,18,5,1,1,2,5.632183908045977,1,14,17,174
113,22,0,37,1,57,19,4,2,16,63,27,0,57,0,0,34,46,1,0,2,22,35,3,13,4,21,7,4,1,3,5.718120805369128,5,24,25,298
114,17,0,15,0,30,22,3,0,8,47,12,0,36,0,0,19,18,1,0,0,10,18,1,8,3,21,9,3,0,2,6.025380710659898,3,17,19,197
115,10,1,17,0,23,14,2,0,1,37,2,0,10,0,0,31,14,0,0,1,12,14,2,6,2,18,5,1,3,1,5.2063492063492065,2,14,17,126
116,21,2,27,3,40,15,0,0,17,66,35,1,29,0,0,31,15,1,0,0,10,26,4,9,6,12,6,3,1,3,6.086363636363636,2,59,14,220
117,11,1,17,0,25,8,0,0,4,36,7,0,19,0,0,19,6,0,0,1,5,11,1,2,0,15,3,0,0,3,5.482142857142857,1,6,11,112
118,17,0,32,1,51,11,4,3,4,65,16,0,23,0,0,33,28,2,0,1,10,15,1,24,3,13,13,1,1,4,5.732673267326732,2,6,23,202
119,17,0,79,1,99,39,8,0,15,157,40,0,61,0,0,38,31,1,0,3,24,39,5,21,24,27,28,2,4,7,6.277432712215321,4,53,53,483
120,18,4,9,0,31,17,0,0,9,31,7,0,39,0,0,33,17,0,0,2,15,36,0,1,1,23,3,2,1,2,4.826589595375722,2,13,7,173
121,18,1,47,7,43,18,4,0,23,78,45,0,68,0,0,81,31,4,0,4,17,38,5,11,0,47,14,5,0,10,5.3732970027247955,7,43,37,367
122,13,2,40,0,42,14,3,1,12,72,26,1,30,0,0,47,21,0,0,0,18,29,8,6,3,18,11,1,1,3,5.663934426229508,2,17,32,244
123,14,1,19,1,35,13,0,1,15,31,16,1,24,0,0,28,23,1,0,3,9,24,1,5,2,12,9,2,6,1,5.771428571428571,7,18,22,175
124,19,4,46,0,63,29,3,0,10,92,22,0,33,0,0,46,17,0,0,6,21,26,0,24,8,29,14,0,2,6,5.782456140350877,3,33,36,285
125,10,0,15,0,34,12,0,0,11,31,15,0,17,0,2,58,21,0,0,1,9,20,6,2,5,30,2,0,0,0,4.926315789473684,0,18,29,190
126,19,0,38,1,51,25,1,1,15,74,19,1,32,0,0,17,9,0,0,1,4,24,3,3,2,14,7,2,3,0,5.962962962962963,3,14,19,216
127,8,0,18,1,26,12,1,0,1,43,7,0,17,0,0,18,5,0,0,1,1,3,3,3,0,11,4,1,0,2,5.217741935483871,0,14,13,124
128,10,1,36,0,40,8,1,0,15,68,21,0,16,0,0,31,15,0,0,1,6,24,2,9,2,9,3,1,2,2,5.133689839572193,2,11,25,187
129,3,1,12,0,20,5,0,0,4,26,4,0,14,0,0,24,9,0,0,0,7,12,2,3,0,13,3,1,2,3,6.079545454545454,4,10,10,88
130,9,0,28,1,40,20,0,3,3,54,31,0,30,0,0,35,18,0,0,3,16,18,3,19,7,23,5,1,1,3,6.408256880733945,1,37,31,218
131,19,1,25,0,43,31,3,0,17,54,11,0,35,0,0,40,32,1,0,2,9,19,2,10,7,23,12,3,1,6,5.780701754385965,8,16,21,228
132,16,2,22,0,32,13,2,1,6,41,5,0,41,0,0,20,13,0,0,1,6,18,3,5,11,17,7,0,2,3,5.422857142857143,2,18,18,175
133,8,1,22,0,42,6,1,0,9,50,20,0,13,0,1,49,10,1,0,2,8,20,4,8,3,16,9,2,4,5,5.4113924050632916,7,18,18,158
134,19,1,24,1,52,19,4,0,7,67,10,0,37,0,0,34,32,1,0,2,24,21,5,11,5,21,12,0,0,3,5.362068965517241,0,24,21,232
135,15,1,30,2,39,13,5,0,16,42,21,0,19,0,0,38,14,0,0,3,13,29,1,1,2,32,8,2,2,5,5.08457711442786,3,18,24,201
136,27,1,42,1,64,18,0,0,11,79,13,0,37,0,0,82,25,0,0,2,21,29,17,6,2,28,6,1,4,8,5.176470588235294,6,37,41,272
137,9,0,12,1,18,7,0,0,1,24,6,0,16,0,0,17,14,0,0,0,7,7,5,7,5,7,3,0,2,3,5.720430107526882,2,8,7,93
138,16,1,43,0,64,20,7,1,14,90,25,0,39,0,0,54,26,1,0,3,11,30,22,14,11,11,7,1,1,5,5.4375,4,38,33,288
139,7,1,13,0,19,7,0,0,6,32,4,0,12,0,0,23,3,0,0,2,11,19,5,2,0,18,5,0,2,5,5.020408163265306,4,12,7,98
140,26,1,48,1,76,30,1,0,28,98,32,0,45,0,0,37,21,0,0,11,25,54,12,2,6,16,6,0,1,9,5.543478260869565,8,41,25,322
141,9,0,17,0,30,5,4,0,7,36,6,0,6,0,1,27,7,1,0,0,3,15,3,7,0,10,4,0,1,1,5.285714285714286,2,8,10,98
142,4,1,19,3,22,12,1,0,5,28,7,0,14,0,0,14,8,0,0,2,8,14,0,2,2,11,6,0,0,0,4.830188679245283,0,9,11,106
143,18,2,38,0,52,20,2,0,12,62,18,1,38,0,0,28,16,0,0,1,11,22,5,8,4,12,11,0,2,4,5.959090909090909,4,13,31,220
144,17,3,38,1,58,21,7,2,18,59,14,2,49,0,0,27,28,2,1,0,8,30,4,10,6,17,8,1,4,2,6.088353413654619,3,13,22,249
145,20,2,45,0,77,32,3,2,12,54,41,0,37,0,0,45,32,1,0,4,21,31,12,13,8,20,11,1,4,7,5.897526501766785,7,45,24,283
146,9,1,31,1,23,13,1,0,11,44,3,1,15,0,0,24,16,0,0,0,8,20,2,5,4,9,7,1,1,5,5.174496644295302,3,6,19,149
147,23,0,20,0,38,21,4,1,7,53,35,0,49,0,0,29,20,1,0,0,13,18,6,13,2,21,3,3,2,5,6.539094650205762,4,38,16,243
148,16,6,42,1,53,24,2,0,9,69,22,0,44,0,0,38,9,0,0,1,15,21,6,8,2,34,15,1,1,9,5.506024096385542,9,21,27,249
149,14,1,36,0,51,23,2,0,7,89,35,0,33,0,0,25,30,5,0,0,12,18,5,18,13,30,16,4,3,3,6.206185567010309,7,43,38,291
150,18,1,25,0,43,19,1,1,16,50,26,1,45,0,1,58,39,0,0,3,24,33,4,10,4,30,11,4,2,4,5.658273381294964,2,20,30,278
151,33,0,36,1,57,26,7,3,17,83,15,0,55,0,0,32,25,3,0,3,18,36,5,15,5,31,4,2,1,5,5.719594594594595,2,22,28,296
152,2,0,10,1,18,7,0,1,4,16,14,0,18,0,0,7,12,0,0,0,2,9,0,2,3,9,5,1,2,0,6.032258064516129,2,14,11,93
153,11,1,16,2,33,8,1,2,4,36,5,0,16,0,0,29,14,0,0,1,5,14,2,6,3,20,12,2,2,5,5.492424242424242,3,22,10,132
154,11,0,9,2,26,12,0,0,4,32,10,0,26,0,0,10,9,0,0,3,11,14,3,3,1,13,1,0,1,1,5.428571428571429,1,20,13,119
155,13,0,25,1,41,13,0,3,12,40,9,0,29,0,0,29,16,0,0,2,7,15,1,10,2,13,9,2,0,2,5.52,1,13,28,175
156,11,0,23,3,39,29,0,1,4,49,20,0,39,0,0,13,15,3,0,0,16,20,2,7,3,21,12,2,0,0,6.6028708133971294,0,11,26,209
157,1,1,13,2,19,4,1,0,4,31,2,0,13,0,0,13,7,8,0,0,10,13,5,3,2,15,6,2,0,6,5.333333333333333,6,8,13,99
158,24,0,32,0,45,20,1,1,11,81,17,1,47,0,0,18,19,0,0,1,9,24,0,3,9,25,10,4,4,1,6.416666666666667,6,24,26,240
159,15,3,64,1,91,33,5,1,12,112,31,0,45,0,0,45,23,0,1,1,23,29,14,11,12,22,8,2,5,3,6.3604651162790695,7,39,29,344
160,19,0,34,0,40,12,1,0,5,73,17,0,26,0,0,52,28,0,1,0,25,27,7,2,12,25,17,0,1,2,5.575396825396825,1,21,25,252
161,22,2,53,0,74,29,2,0,8,114,34,0,55,0,0,49,21,2,0,1,17,22,3,6,4,36,13,6,2,0,6.129129129129129,3,44,33,333
162,20,0,20,2,27,21,0,2,13,58,15,0,15,0,0,23,25,0,0,2,3,16,1,7,1,13,6,1,2,3,5.525714285714286,2,25,10,175
163,27,0,39,2,60,9,0,8,6,60,9,1,20,0,0,27,25,1,0,2,16,26,1,10,2,20,5,1,4,1,5.189944134078212,4,18,10,179
164,14,0,26,1,48,12,2,0,6,59,9,0,21,0,0,34,21,0,0,1,12,18,7,6,7,10,7,2,0,3,6.028735632183908,0,23,12,174
165,20,1,26,1,38,21,0,0,16,66,5,0,19,0,0,54,11,0,0,3,12,33,2,2,3,25,4,2,0,4,5.134328358208955,1,14,15,201
166,27,1,17,1,45,19,1,2,5,50,33,1,48,0,0,39,18,0,0,2,18,20,15,6,7,22,9,2,1,10,5.884615384615385,7,38,24,234
167,13,0,17,0,27,11,2,1,5,32,8,0,17,0,0,25,15,1,0,2,12,17,2,2,3,13,3,0,0,2,5.1,0,10,14,130
168,20,3,27,1,57,18,3,0,9,52,29,0,24,0,0,38,26,3,2,2,8,21,1,11,3,25,9,2,1,0,5.818181818181818,2,33,11,220
169,18,6,62,2,66,43,1,0,6,93,22,0,39,0,0,64,26,1,0,2,22,26,13,11,8,36,12,0,4,3,5.850318471337579,4,34,30,314
170,13,1,17,0,39,25,1,0,18,39,8,0,31,0,0,32,14,2,0,0,8,22,1,2,3,17,6,2,2,4,5.4222222222222225,3,16,21,180
171,13,0,36,1,36,18,9,3,10,77,32,0,22,0,0,30,25,2,0,5,17,29,2,6,1,19,11,0,0,3,5.9375,0,25,30,256
172,7,0,22,0,26,4,0,1,3,28,10,0,21,0,0,22,22,0,0,3,2,10,2,6,0,26,3,0,0,9,5.033057851239669,5,10,7,121
173,17,0,31,3,49,24,7,0,20,56,15,0,47,0,0,38,29,0,0,2,13,32,8,21,7,25,11,0,3,5,6.071129707112971,5,26,28,239
174,21,2,33,0,49,13,0,1,14,55,18,0,16,0,0,51,16,1,0,6,23,41,12,6,3,15,8,3,3,1,5.55868544600939,4,25,18,213
