,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
13,2,3,11,0,11,2,0,0,0,22,3,0,1,0,0,10,1,0,0,3,2,3,8,3,0,1,2,0,0,4,5.454545454545454,0,6,1,6,44
14,6,0,9,0,15,11,0,0,1,19,0,0,2,0,0,13,3,0,0,0,2,3,8,3,0,4,2,0,0,2,5.4655172413793105,1,0,2,8,58
15,9,0,14,0,22,8,0,0,3,21,2,0,6,0,0,17,10,0,0,1,1,4,6,5,1,2,8,0,1,2,5.242424242424242,1,5,2,4,66
16,7,0,20,0,13,8,0,0,1,27,9,0,11,0,0,20,8,0,0,0,5,3,5,2,1,1,11,0,2,2,5.896551724137931,2,7,4,17,87
17,4,2,26,1,17,5,2,0,1,29,2,0,11,0,0,12,9,1,0,0,3,3,9,1,1,5,8,1,1,4,5.685393258426966,3,3,3,7,89
18,3,0,15,0,13,10,0,0,2,18,4,0,8,0,0,18,8,0,0,0,4,5,6,3,1,4,6,0,1,2,5.552631578947368,1,12,2,11,76
19,8,0,12,0,14,5,0,0,0,25,0,0,11,0,0,13,2,0,0,1,3,1,3,2,2,2,7,0,0,2,6.016393442622951,0,2,2,6,61
20,7,0,27,1,23,14,0,0,2,30,6,0,10,0,0,15,10,0,0,0,4,3,12,4,2,4,8,2,1,1,5.7924528301886795,1,0,4,10,106
21,11,0,20,0,22,13,0,0,2,27,2,1,7,0,0,20,11,0,0,3,5,6,16,2,3,1,1,0,1,3,5.72289156626506,1,3,2,9,83
22,4,1,24,0,15,6,1,1,0,31,7,0,7,0,0,5,4,1,0,0,3,1,8,0,1,1,8,1,0,0,5.717948717948718,1,2,2,8,78
23,8,1,25,0,21,13,1,0,1,34,11,0,10,0,0,18,9,0,0,0,3,4,9,2,3,1,14,1,0,1,6.0,0,7,4,14,115
24,5,0,12,0,11,7,0,0,2,17,3,0,3,0,0,10,10,1,0,0,1,2,9,0,4,0,3,1,1,4,5.979591836734694,1,2,2,7,49
25,6,0,6,0,16,10,0,0,3,16,10,0,11,0,0,11,7,0,0,3,5,6,9,2,1,0,0,0,0,0,5.591549295774648,0,5,2,9,71
26,3,0,13,0,8,13,0,0,0,17,2,0,3,0,0,4,4,0,0,1,3,2,8,0,0,0,1,0,0,2,6.326530612244898,1,3,2,6,49
27,3,0,1,0,5,4,0,0,1,7,5,0,0,0,0,7,1,1,0,0,0,1,11,0,2,0,0,0,0,0,5.739130434782608,0,5,1,5,23
28,10,0,17,0,21,9,0,2,3,24,8,0,5,0,0,16,4,0,1,1,2,3,13,4,3,0,1,0,2,0,6.092105263157895,2,8,3,8,76
29,7,2,20,0,24,8,0,0,1,33,9,0,8,0,0,15,5,0,0,1,5,4,6,5,1,1,5,0,0,2,6.404494382022472,0,4,4,8,89
30,8,0,29,0,31,17,0,0,0,49,18,0,8,0,0,21,8,0,0,0,5,4,2,1,1,1,23,3,0,1,6.637931034482759,1,11,4,16,116
31,5,0,13,1,4,3,1,1,1,16,3,0,4,0,0,6,10,0,0,0,2,2,3,7,1,2,5,0,0,1,5.543859649122807,0,2,3,10,57
32,5,0,13,0,14,10,0,0,1,13,0,0,3,0,0,23,2,0,0,0,3,3,4,3,4,4,11,0,1,1,5.175438596491228,1,5,2,7,57
33,5,0,9,2,13,7,0,0,1,21,10,0,10,0,0,16,10,0,0,0,10,7,13,4,0,5,0,0,0,0,5.406976744186046,0,8,3,9,86
34,4,0,17,0,20,4,1,0,1,36,6,0,1,0,0,23,3,0,0,1,3,3,9,2,1,6,4,0,0,2,5.152941176470589,0,6,3,14,85
35,6,0,10,0,10,4,0,0,1,16,5,0,4,0,0,20,6,0,0,0,2,2,3,0,0,0,7,0,0,4,5.9245283018867925,0,6,3,7,53
36,5,0,15,0,18,9,0,0,1,11,8,0,6,0,0,22,7,0,0,2,6,5,4,1,3,3,14,0,1,2,5.605633802816901,1,8,3,9,71
37,6,1,10,0,20,4,0,1,0,23,0,0,9,0,0,16,8,0,0,0,2,1,8,2,0,0,6,2,1,0,5.984375,2,0,2,7,64
38,3,1,24,0,19,4,0,0,2,30,9,0,8,0,0,13,5,0,0,0,2,2,8,1,4,3,6,0,1,0,6.034883720930233,1,9,3,12,86
39,12,0,14,0,27,9,3,1,2,30,31,0,26,0,0,32,8,0,0,0,7,10,17,2,5,2,9,1,1,1,6.12962962962963,1,12,4,29,162
40,4,0,9,0,15,5,0,0,3,13,1,0,7,0,0,11,5,0,1,1,2,3,5,2,1,3,2,1,0,0,6.0,0,3,2,5,43
41,5,1,7,1,14,9,0,0,1,15,5,0,5,0,0,10,1,0,0,1,0,1,12,3,2,0,0,0,1,7,6.423076923076923,1,2,3,7,52
42,4,2,15,0,14,6,0,0,1,21,4,0,4,0,0,14,1,0,0,0,1,4,2,1,2,4,9,1,0,4,5.444444444444445,1,3,3,8,63
43,5,1,9,0,12,8,1,0,1,13,10,0,6,0,0,10,2,0,0,0,2,3,8,1,2,1,1,0,0,1,5.283018867924528,0,12,2,6,53
44,1,0,9,0,7,3,0,0,0,7,0,0,1,0,0,7,0,0,0,0,2,2,5,0,1,3,1,0,2,0,3.4411764705882355,2,2,1,4,34
45,4,0,16,0,19,6,0,1,0,32,5,0,5,0,0,12,9,0,0,2,2,1,11,4,5,4,3,2,4,1,5.910256410256411,3,12,3,5,78
46,9,0,22,0,14,12,0,0,4,31,3,0,9,0,0,10,10,0,0,0,2,7,0,1,1,5,14,0,1,3,6.211764705882353,1,7,3,9,85
47,6,0,12,1,16,8,0,0,3,25,18,0,5,0,0,13,9,1,0,0,2,3,7,0,2,1,2,1,1,2,6.594936708860759,1,9,3,9,79
48,9,0,11,0,21,7,0,0,2,14,3,0,8,0,0,23,6,1,0,0,2,2,10,2,3,4,8,0,5,0,5.412698412698413,3,4,3,9,63
49,3,0,6,0,14,5,0,0,1,11,2,0,7,0,0,13,3,0,0,0,2,2,6,0,0,1,4,0,0,1,5.975609756097561,0,2,2,6,41
50,2,0,6,0,8,4,0,0,0,11,3,0,1,0,0,4,0,0,0,0,0,0,1,0,1,1,8,1,0,0,6.222222222222222,0,5,2,4,27
51,7,0,22,0,26,6,1,1,3,38,12,0,9,0,0,31,11,0,0,0,3,5,8,3,1,6,16,0,3,1,5.4324324324324325,2,10,3,11,111
52,6,0,8,0,5,1,0,0,0,14,0,0,1,0,1,11,1,0,0,2,0,0,10,1,0,1,0,0,2,2,5.166666666666667,2,1,2,5,36
53,3,1,6,0,6,3,0,0,0,7,0,0,0,0,0,3,2,0,0,1,0,0,5,0,0,1,0,0,0,1,5.5,0,0,1,4,18
54,1,1,17,0,15,2,0,0,2,28,10,0,3,0,0,12,4,1,0,0,2,3,7,1,1,2,3,1,0,2,5.208955223880597,0,5,3,10,67
55,10,0,6,1,12,7,1,0,2,17,12,0,7,0,0,19,5,0,0,0,3,4,7,1,1,1,5,0,0,7,5.416666666666667,0,14,3,10,72
56,2,2,25,0,27,6,1,0,2,34,7,0,9,0,0,18,10,0,0,0,3,3,11,4,0,3,10,0,0,2,5.616161616161616,1,8,3,12,99
57,11,0,22,0,30,9,0,0,3,43,31,0,21,0,1,34,15,1,0,2,8,8,12,6,6,2,14,4,1,0,6.241176470588235,2,19,4,23,170
58,5,0,12,0,15,6,0,0,1,6,12,0,3,0,0,11,7,0,0,0,3,2,0,1,0,3,8,0,0,3,5.6521739130434785,1,15,2,5,46
59,8,0,24,0,15,8,0,1,2,31,9,0,6,0,0,16,8,0,0,0,2,3,12,8,3,2,10,1,2,5,5.956989247311828,2,7,3,11,93
60,3,0,11,0,9,2,0,0,0,16,3,0,4,0,0,5,5,0,0,1,0,0,4,2,2,0,5,0,0,0,6.068181818181818,0,2,2,7,44
61,2,0,10,0,8,1,0,0,0,15,0,0,3,0,0,6,2,0,0,0,1,2,4,1,0,1,2,0,0,0,5.133333333333334,0,0,1,3,30
62,4,1,12,0,10,3,0,0,0,19,9,0,2,0,0,6,1,0,0,1,1,0,7,1,0,0,4,2,1,1,6.163265306122449,2,7,2,7,49
63,6,0,8,0,11,1,1,0,0,19,10,0,3,0,0,5,3,0,0,0,1,1,1,2,1,1,3,0,0,2,6.23404255319149,0,9,2,5,47
64,5,0,19,0,24,8,0,0,1,31,11,0,11,0,0,7,4,0,0,1,2,1,5,1,1,0,11,0,1,4,6.5227272727272725,1,6,3,13,88
65,10,0,8,0,8,5,0,0,3,12,0,0,3,0,0,15,4,0,0,0,3,4,6,4,0,6,0,0,2,3,5.254901960784314,3,0,2,6,51
66,6,0,12,0,24,4,1,1,1,21,7,0,8,0,0,20,5,0,0,3,4,3,14,1,2,1,5,3,1,4,5.857142857142857,3,3,3,8,70
67,4,0,13,0,13,2,0,0,1,14,13,0,4,0,0,11,5,0,0,0,4,2,6,4,1,1,6,0,0,2,5.301587301587301,0,5,2,7,63
68,2,0,7,0,19,8,0,0,3,20,4,0,7,0,0,24,4,0,0,0,2,4,4,0,1,4,9,1,0,1,5.65625,0,3,3,8,64
69,8,0,16,0,16,8,1,0,0,19,16,0,8,0,0,11,10,1,0,0,3,1,5,3,3,4,6,2,1,1,5.843373493975903,2,7,3,8,83
70,3,0,14,0,17,2,0,0,0,23,4,0,4,0,0,8,5,0,0,1,4,1,8,5,2,2,4,2,0,0,6.137931034482759,1,5,3,7,58
71,1,0,16,0,23,6,0,0,4,25,22,0,6,0,0,10,7,0,0,0,1,6,6,0,2,5,2,0,4,2,6.287356321839081,5,6,3,13,87
72,11,0,11,0,13,6,0,0,1,22,4,0,10,0,0,20,9,1,0,0,6,6,3,0,2,2,10,0,2,2,5.7105263157894735,4,3,3,8,76
73,9,0,12,1,21,12,5,0,4,36,13,0,8,0,0,22,13,0,0,0,4,7,8,3,0,3,8,1,0,4,5.9655172413793105,1,14,3,14,116
74,7,0,16,0,19,11,1,0,1,33,2,0,8,0,0,24,7,0,0,0,1,2,5,5,4,5,10,1,0,4,5.804597701149425,0,7,3,9,87
75,5,0,7,0,4,0,0,0,0,13,0,0,2,0,0,8,1,0,0,0,1,2,1,0,2,3,3,0,0,2,5.142857142857143,0,0,1,5,28
76,2,0,2,0,7,3,0,0,0,5,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,5.375,0,2,1,3,16
77,4,0,17,0,24,6,0,0,0,23,9,0,6,0,0,14,6,0,0,2,2,1,19,4,1,5,1,3,0,5,5.32051282051282,0,8,3,8,78
78,2,1,13,0,15,9,0,0,2,25,9,0,3,0,0,6,4,0,1,0,2,3,4,1,0,1,12,1,0,4,6.396825396825397,0,7,3,6,63
79,9,0,28,0,21,16,1,0,1,30,2,0,15,0,2,16,5,0,0,1,6,8,15,2,4,2,4,0,1,2,5.70873786407767,1,3,4,8,103
80,2,0,4,0,6,4,0,0,0,6,3,0,5,0,0,15,2,0,0,0,5,3,7,0,2,3,3,0,0,1,5.0256410256410255,0,3,2,5,39
81,4,1,10,0,13,6,1,0,1,15,0,0,9,0,0,16,2,0,0,0,1,4,6,1,3,0,2,1,0,1,5.98,1,2,3,5,50
82,4,0,10,0,12,1,0,0,1,19,0,0,0,0,0,9,5,0,0,0,0,2,4,0,0,1,4,1,0,1,5.675,0,0,2,6,40
83,1,0,9,0,7,4,0,0,1,13,4,0,0,0,0,5,8,0,0,0,1,1,7,2,0,1,2,0,0,1,5.631578947368421,0,2,1,6,38
84,5,0,9,1,10,5,0,0,2,18,11,0,9,0,0,17,7,0,0,1,8,7,8,2,1,4,5,0,0,1,6.028169014084507,0,8,3,9,71
85,0,0,7,0,8,0,0,0,0,12,1,0,0,0,0,9,1,0,0,0,0,0,5,0,0,1,3,0,1,2,5.884615384615385,2,1,2,4,26
86,2,1,14,0,15,9,0,0,0,14,10,0,8,0,0,10,4,0,0,0,5,5,4,1,1,1,4,0,0,1,5.175438596491228,0,4,2,7,57
87,4,1,6,0,6,5,0,0,0,9,6,0,4,0,0,5,2,0,0,0,2,3,2,0,1,0,6,1,0,1,5.9714285714285715,0,3,1,6,35
88,6,0,17,0,15,4,0,0,0,19,5,1,3,0,0,6,5,0,0,1,0,0,2,0,1,3,9,0,0,4,5.886792452830188,1,1,2,6,53
89,6,0,22,2,19,11,4,0,2,30,7,0,7,0,0,9,7,0,0,1,7,8,11,2,0,1,3,2,0,0,5.804597701149425,0,7,3,7,87
90,7,1,16,0,13,8,0,0,2,16,12,0,6,0,0,14,8,0,0,0,2,4,10,2,1,1,1,1,1,0,5.36231884057971,1,5,2,6,69
91,2,0,8,0,8,0,0,1,0,12,4,0,3,0,0,5,1,0,0,0,1,1,3,2,1,1,1,1,0,0,6.4,0,3,2,7,30
92,3,0,7,0,7,5,1,0,1,9,1,0,2,0,0,8,5,0,0,0,2,2,2,0,0,3,5,1,2,2,5.297297297297297,2,2,1,4,37
93,7,0,12,1,20,7,1,0,1,28,4,0,5,0,0,10,6,0,0,1,1,1,6,6,3,2,4,0,1,1,6.318181818181818,1,8,3,8,66
94,3,1,7,0,12,8,2,0,0,12,2,0,7,0,0,14,11,0,0,1,6,5,9,3,0,1,1,0,0,2,5.711538461538462,0,6,3,7,52
95,6,0,7,0,14,10,0,1,2,16,2,0,3,0,0,13,4,0,0,0,2,2,4,0,1,1,2,0,2,1,5.38,3,4,2,7,50
96,4,0,20,0,15,8,0,0,1,28,11,0,5,0,0,7,11,0,0,0,4,3,9,1,2,1,6,2,0,1,5.845238095238095,2,9,2,7,84
97,3,1,15,0,17,6,1,0,2,18,2,0,7,0,0,7,4,0,0,1,2,4,6,3,2,3,0,0,0,0,5.793103448275862,0,4,2,6,58
98,5,0,16,1,15,2,0,0,1,20,3,0,4,0,0,7,8,0,0,1,0,1,5,5,0,1,5,0,0,1,5.470588235294118,0,2,2,7,51
99,2,1,8,0,13,6,0,0,2,13,11,0,3,0,0,6,4,0,0,1,4,5,8,2,1,0,1,1,1,1,6.387755102040816,1,9,1,8,49
100,5,0,9,0,7,1,0,0,0,14,1,0,5,0,0,8,1,0,0,0,0,1,4,0,0,2,3,0,0,1,5.32258064516129,0,7,2,5,31
101,12,3,19,1,19,12,0,0,1,34,8,0,14,0,0,11,10,0,0,1,1,3,9,2,2,2,4,1,0,1,6.378947368421053,0,4,3,11,95
102,4,1,11,0,14,7,1,0,0,21,5,0,3,0,0,19,8,0,0,3,3,3,10,10,1,1,3,0,0,1,6.536231884057971,0,8,2,8,69
103,2,0,15,1,12,1,0,0,0,15,0,0,2,0,0,5,5,0,0,0,0,0,5,0,0,1,3,0,0,0,6.2926829268292686,0,1,2,6,41
104,4,0,9,0,11,4,0,0,1,16,2,0,3,0,0,18,7,0,0,0,3,3,4,1,2,6,8,1,1,2,5.508474576271187,1,4,3,7,59
105,16,0,35,2,29,15,0,0,2,58,6,0,16,0,0,28,9,0,0,1,7,5,15,5,6,7,7,4,0,7,6.006849315068493,2,0,4,25,146
106,5,1,15,1,16,3,1,1,2,22,8,0,7,0,0,8,8,0,0,3,7,6,18,8,2,0,1,2,1,1,6.2625,2,11,3,11,80
107,6,0,8,0,14,7,1,0,0,16,5,0,6,0,0,21,7,0,0,1,8,6,12,2,6,3,3,0,2,5,5.314285714285714,2,12,3,10,70
108,0,0,2,0,2,0,0,0,0,4,6,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6.066666666666666,0,5,1,2,15
109,7,1,14,0,18,9,0,0,4,27,17,0,3,0,0,13,4,0,0,0,5,8,3,2,0,2,4,1,0,1,5.934065934065934,0,12,2,9,91
110,13,1,42,1,45,18,2,0,2,55,14,0,16,0,0,23,6,0,0,0,7,5,9,6,6,3,25,0,1,7,6.024390243902439,2,17,4,12,164
111,4,0,10,0,14,8,0,0,2,18,19,0,11,0,0,28,7,0,0,0,3,3,3,5,3,1,12,2,0,3,5.941860465116279,1,8,3,7,86
112,10,0,16,1,24,8,0,0,0,33,4,0,6,0,0,18,9,0,0,0,3,2,6,2,2,3,9,1,0,2,5.786516853932584,1,6,3,11,89
113,5,1,14,0,10,13,0,0,0,24,5,0,6,0,0,8,3,0,0,0,1,2,2,2,2,3,5,1,0,1,5.573529411764706,1,4,2,7,68
114,4,4,14,0,15,3,0,0,6,22,2,0,7,0,0,14,8,0,0,0,0,8,8,0,1,0,8,1,0,5,5.388888888888889,1,2,3,8,72
115,6,0,19,0,10,9,0,0,2,29,12,1,8,0,0,18,5,0,0,1,5,6,11,3,1,1,6,0,1,2,6.0638297872340425,1,3,3,14,94
116,2,1,15,0,14,10,0,0,1,26,11,0,6,0,0,13,3,0,0,0,2,2,1,1,1,4,6,1,0,0,6.0519480519480515,0,14,3,17,77
117,5,0,9,0,10,4,0,0,0,12,0,0,1,0,0,6,2,0,0,0,2,1,1,2,1,2,6,0,0,1,5.931034482758621,0,0,2,4,29
118,9,2,20,1,33,10,1,1,0,39,13,0,18,0,1,16,6,0,0,0,7,4,12,1,3,6,3,0,3,5,6.512605042016807,2,14,4,10,119
119,9,3,28,0,17,11,1,0,1,34,1,0,5,0,0,5,0,0,0,0,3,5,5,2,2,0,14,1,1,3,6.475,0,2,3,7,80
120,8,3,12,0,8,4,0,0,0,21,12,0,6,0,0,9,4,0,0,1,3,3,6,1,6,0,8,1,0,4,5.887096774193548,0,6,2,8,62
121,1,0,9,0,8,2,2,0,0,8,1,0,9,0,0,10,2,0,0,0,3,2,7,1,0,1,4,0,1,1,6.048780487804878,2,3,2,5,41
122,4,0,16,0,18,4,2,0,1,15,4,1,16,0,0,13,9,0,0,0,6,7,3,1,2,2,7,0,0,1,6.126760563380282,0,2,3,7,71
123,0,0,6,0,3,2,0,0,1,5,17,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,4,1,0,1,5.516129032258065,0,10,1,6,31
124,6,0,11,0,15,8,0,0,4,24,2,0,5,0,1,20,5,0,2,0,5,9,6,5,3,3,5,0,1,2,5.631578947368421,1,7,3,8,76
125,2,0,5,0,7,3,0,0,2,8,0,0,2,0,0,6,2,0,0,0,0,2,3,1,0,1,2,0,0,0,6.16,0,2,1,5,25
126,3,0,3,0,4,2,0,0,0,7,1,0,2,0,0,13,3,0,0,0,1,1,1,0,0,3,7,0,0,3,4.64,3,6,1,4,25
127,12,1,27,2,44,19,1,1,3,38,21,1,14,0,0,19,17,0,0,3,9,13,17,4,5,2,9,1,3,0,5.883870967741935,3,20,4,15,155
128,1,0,0,0,3,2,0,0,2,4,1,0,1,0,0,6,4,1,0,0,1,3,2,0,1,0,0,0,1,0,4.578947368421052,1,4,1,2,19
129,5,4,12,0,10,12,0,0,1,19,5,0,10,1,0,12,6,0,0,0,3,5,14,1,1,3,2,1,3,0,5.54320987654321,3,6,2,11,81
130,3,0,14,0,18,8,0,0,2,29,10,0,9,0,0,18,7,0,0,0,3,4,6,1,2,0,6,3,1,2,5.184466019417476,2,4,4,8,103
131,3,0,4,0,7,3,0,0,0,6,1,0,4,0,0,6,5,0,0,0,1,3,4,1,0,1,0,0,0,1,5.846153846153846,0,1,2,5,26
132,6,0,11,1,21,10,0,0,2,27,7,0,4,0,0,17,10,1,0,0,2,2,6,0,2,1,9,0,1,1,5.987012987012987,1,7,2,10,77
133,11,0,12,0,14,9,0,0,0,24,9,0,4,0,0,12,11,0,0,0,4,2,7,3,1,3,10,0,3,0,6.625,2,10,3,16,80
134,3,0,4,0,11,2,0,0,2,9,5,0,1,0,0,9,7,2,0,0,0,3,2,0,2,2,0,1,2,1,4.945945945945946,3,3,1,9,37
135,5,0,7,0,14,3,2,0,0,20,13,0,6,0,0,14,6,0,0,0,4,4,7,1,0,1,4,0,0,1,6.492753623188406,1,8,3,10,69
136,14,2,42,5,33,12,2,0,1,52,0,0,18,0,0,11,18,0,0,0,4,5,11,8,6,5,16,7,1,3,6.063694267515924,8,6,4,14,157
137,6,0,19,0,22,10,0,0,1,28,10,0,5,0,0,19,6,0,0,1,3,2,5,2,1,1,13,0,2,2,5.189473684210526,2,8,3,11,95
138,4,0,7,0,17,7,0,0,2,15,8,0,4,0,0,20,8,0,0,0,2,3,5,0,1,1,11,1,0,1,6.0,1,5,3,12,66
139,8,0,15,0,12,4,0,0,0,23,10,0,2,0,0,5,2,0,0,0,1,0,3,2,1,1,8,1,2,1,6.25,3,3,1,6,52
140,2,0,5,0,4,6,0,0,1,6,1,0,4,0,0,4,2,0,0,0,2,1,0,2,0,1,2,0,0,0,5.708333333333333,0,4,2,5,24
141,5,0,12,3,20,8,0,1,0,19,6,0,4,0,0,14,5,0,0,0,3,3,3,1,0,3,12,1,0,0,5.440677966101695,0,6,2,9,59
142,3,0,12,0,11,3,0,0,1,17,1,0,6,0,0,14,0,0,0,1,2,2,9,1,2,2,0,0,1,2,6.0227272727272725,1,1,2,3,44
143,7,0,13,0,20,9,2,1,2,20,17,0,7,0,0,20,12,1,0,3,8,12,15,1,3,1,13,3,4,2,5.529411764705882,5,14,4,13,102
144,1,0,2,0,7,1,0,0,1,7,4,0,3,0,0,6,1,0,0,0,0,1,4,0,0,0,0,0,0,0,5.476190476190476,0,1,1,4,21
145,8,0,15,3,16,3,2,1,3,27,12,1,7,0,0,10,5,0,0,0,2,4,6,2,0,3,2,1,0,0,5.6438356164383565,0,3,3,10,73
146,7,0,21,0,19,10,0,0,2,30,9,0,7,0,0,15,6,0,0,0,1,3,2,2,1,0,15,1,0,3,6.108433734939759,0,6,2,15,83
147,3,1,11,0,17,8,0,0,1,16,4,0,6,0,0,12,5,0,0,0,4,5,6,3,1,1,4,1,2,3,5.6923076923076925,2,4,2,5,65
148,4,0,8,0,13,6,0,0,0,14,9,0,7,0,0,18,5,0,0,1,2,1,4,1,4,2,9,2,1,1,6.545454545454546,3,9,4,8,55
149,1,0,5,0,8,0,0,0,0,7,0,0,2,0,0,5,1,0,0,0,0,0,2,2,1,1,3,0,0,0,5.722222222222222,0,0,1,3,18
150,1,0,3,0,6,1,0,0,0,3,1,0,2,0,0,5,0,0,0,1,0,0,0,1,0,1,3,0,0,1,5.363636363636363,0,1,1,1,11
151,7,0,22,0,24,12,1,0,1,35,6,0,13,0,0,17,1,1,0,1,8,4,3,6,2,2,10,0,1,4,5.907216494845361,1,3,3,9,97
152,7,0,24,0,24,11,1,0,3,39,11,1,14,0,0,17,9,0,0,0,7,8,7,3,4,4,10,6,0,0,6.3247863247863245,1,10,4,16,117
153,11,0,13,1,25,18,2,0,6,30,15,1,17,0,0,29,14,0,0,1,5,10,10,2,3,6,8,4,6,2,6.448529411764706,8,30,4,15,136
154,2,0,7,1,11,4,0,0,2,14,1,0,4,0,0,17,18,0,0,1,6,10,7,4,2,3,0,0,1,4,5.4375,1,5,2,8,64
155,5,0,11,0,15,5,0,0,2,15,6,0,6,0,0,8,5,0,0,0,3,2,7,3,2,0,4,1,1,0,5.803921568627451,1,5,2,7,51
156,2,0,5,0,2,0,0,0,1,7,1,0,4,0,0,5,1,0,0,0,5,4,2,0,1,1,4,0,0,1,5.961538461538462,0,0,1,4,26
157,4,1,3,0,9,4,0,0,0,10,5,0,4,0,0,11,4,0,0,0,4,4,4,4,0,1,6,1,1,2,5.953488372093023,1,6,2,5,43
158,4,1,16,0,26,6,2,0,2,23,14,0,8,0,0,20,11,1,0,0,5,6,7,4,0,4,10,0,0,0,6.122448979591836,0,8,4,10,98
159,5,0,37,0,25,20,0,0,2,38,1,0,13,0,1,26,12,0,0,0,6,6,22,2,5,4,5,5,1,7,5.861788617886178,4,5,4,12,123
160,3,1,12,1,13,4,0,0,1,22,5,0,5,0,0,13,4,0,0,1,3,3,3,3,0,4,10,1,1,2,5.621212121212121,2,5,2,9,66
161,4,1,18,0,17,13,0,0,1,22,10,0,8,0,0,11,6,0,0,0,1,1,3,5,2,1,9,1,0,0,6.215189873417722,0,9,3,12,79
162,8,3,16,0,21,16,0,0,4,29,11,0,21,0,0,23,7,0,0,1,8,10,14,1,6,4,3,2,3,1,5.976,3,7,3,18,125
163,4,0,21,0,21,9,0,0,2,33,20,0,7,0,0,12,5,0,0,0,1,3,4,3,2,1,14,0,1,4,5.947916666666667,2,12,4,10,96
164,7,0,9,2,12,6,1,0,1,29,16,0,7,0,0,14,10,1,0,2,4,2,9,4,3,2,4,0,1,1,6.219512195121951,1,10,3,12,82
165,3,0,10,0,14,5,0,0,0,15,2,0,2,0,0,10,2,0,0,0,0,2,6,1,0,2,6,1,0,0,5.0227272727272725,0,2,2,5,44
166,3,0,2,0,4,1,0,0,0,5,1,0,2,0,0,8,2,0,0,0,0,0,3,0,1,1,0,0,0,0,6.733333333333333,0,2,1,3,15
167,5,0,6,0,10,7,1,0,1,18,4,1,6,0,0,14,3,0,0,1,8,5,4,1,1,1,2,0,0,0,6.446428571428571,0,4,2,8,56
168,3,0,5,0,6,3,0,0,1,7,0,0,4,0,0,4,2,0,0,0,2,3,3,0,1,1,1,0,0,0,5.037037037037037,0,3,1,3,27
169,4,1,15,1,17,6,1,0,1,28,8,0,9,0,0,10,5,0,0,1,4,3,7,5,0,1,3,0,1,2,6.1923076923076925,1,4,2,5,78
170,8,0,24,0,27,5,0,0,0,44,20,0,10,0,0,10,2,0,0,0,1,1,4,10,4,3,8,3,0,2,6.495652173913044,2,14,4,13,115
171,1,0,5,0,2,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4.9,1,0,1,3,10
